USER_ID,SERVICE,SERVICESET_FLUX,ONLINE_FLUX_THISMONTH,ONLINE_FLUX_LASTMONTH,ONLINE_FLUX_TWOMONTHSAGO,ONLINE_DURATION_THISMONTH,ONLINE_DURATION_LASTMONTH,ONLINE_DURATION_TWOMONTHSAGO,CALL_DURATION_THISMONTH,CALL_DURATION_LASTMONTH,CALL_DURATION_TWOMONTHSAGO,NET_DURATION,LAST_RECHARGE_VALUE,TOTAL_RECHARGE_VALUE,TOTAL_RECHARGE_COUNT,TOTAL_OWE_COUNT,BALANCED,ONLINE_FLUX_NEXTMONTH
32597,4G,400,518.0,639.0,759.0,136.0,115.0,108.0,95.0,92.0,139.0,221.0,68.0,515.0,10.0,-0.5695674789475574,40.0,1400.0
34928,2G,500,378.0,384.0,439.0,116.0,137.0,87.0,126.0,130.0,76.0,252.0,62.0,511.0,5.0,-0.6571976457592481,37.0,1096.0
75712,4G,500,472.0,675.0,526.0,144.0,112.0,188.0,79.0,100.0,101.0,282.0,62.0,432.0,8.0,-0.07521401563165166,39.0,1394.0
78167,4G,600,560.0,641.0,670.0,167.0,142.0,146.0,107.0,112.0,108.0,195.0,81.0,517.0,8.0,-0.36078854775862224,54.0,1568.0
50570,3G,400,373.0,496.0,388.0,122.0,90.0,132.0,88.0,119.0,83.0,237.0,38.0,616.0,8.0,-0.6971156084849791,63.0,880.0
46978,3G,400,536.0,642.0,555.0,90.0,86.0,167.0,94.0,126.0,104.0,162.0,35.0,592.0,16.0,-0.8459772770683668,63.0,1154.0
31409,3G,600,339.0,599.0,463.0,106.0,123.0,91.0,113.0,119.0,77.0,200.0,48.0,463.0,8.0,0.5706987898015321,36.0,1228.0
53498,2G,600,508.0,650.0,651.0,115.0,128.0,119.0,94.0,131.0,112.0,157.0,37.0,404.0,4.0,0.2325932542513754,20.0,1469.0
64541,3G,500,618.0,492.0,293.0,101.0,103.0,151.0,114.0,119.0,91.0,205.0,61.0,572.0,9.0,-0.6192735764069927,11.0,1168.0
40873,2G,500,478.0,456.0,647.0,139.0,127.0,128.0,86.0,75.0,115.0,153.0,42.0,582.0,9.0,-2.4103235535744587,34.0,1221.0
57590,3G,500,253.0,400.0,550.0,131.0,134.0,125.0,124.0,108.0,101.0,167.0,20.0,652.0,5.0,0.6207941276364463,41.0,1130.0
46991,4G,400,536.0,471.0,447.0,154.0,86.0,123.0,76.0,97.0,101.0,207.0,52.0,361.0,8.0,-1.3644900339579198,51.0,1080.0
76573,2G,500,536.0,652.0,404.0,139.0,133.0,155.0,90.0,116.0,97.0,262.0,48.0,484.0,10.0,0.8956327147980125,62.0,1463.0
57508,2G,500,585.0,744.0,693.0,126.0,165.0,132.0,97.0,116.0,81.0,179.0,48.0,443.0,8.0,0.5378190839638263,60.0,1522.0
65645,2G,600,638.0,415.0,467.0,137.0,83.0,139.0,69.0,103.0,107.0,171.0,80.0,500.0,10.0,0.5365763315785641,43.0,1217.0
46380,3G,500,603.0,547.0,549.0,122.0,72.0,159.0,86.0,70.0,88.0,176.0,37.0,334.0,4.0,-0.06628433917466466,58.0,1264.0
39503,2G,500,258.0,735.0,436.0,103.0,92.0,113.0,99.0,81.0,95.0,137.0,84.0,498.0,11.0,0.1784106283052873,75.0,941.0
49704,3G,600,607.0,486.0,467.0,123.0,101.0,160.0,104.0,120.0,91.0,186.0,43.0,422.0,6.0,-0.6482195543251809,25.0,1412.0
55226,3G,500,378.0,515.0,527.0,110.0,114.0,63.0,91.0,80.0,122.0,134.0,3.0,566.0,10.0,-0.031322715209975406,27.0,921.0
31066,2G,500,532.0,567.0,523.0,127.0,119.0,121.0,88.0,99.0,83.0,227.0,9.0,450.0,11.0,0.5268579052209615,30.0,1210.0
54263,3G,300,497.0,509.0,354.0,117.0,146.0,131.0,86.0,104.0,114.0,180.0,65.0,457.0,6.0,-1.8182552458943815,17.0,1079.0
32319,4G,500,464.0,294.0,458.0,116.0,81.0,117.0,128.0,125.0,113.0,219.0,93.0,423.0,7.0,-0.9251255181202378,48.0,1104.0
40796,3G,500,545.0,544.0,321.0,127.0,120.0,115.0,121.0,128.0,139.0,218.0,40.0,512.0,9.0,0.7639467650737053,66.0,1170.0
51228,4G,600,424.0,440.0,477.0,130.0,142.0,121.0,79.0,93.0,80.0,204.0,58.0,377.0,10.0,-1.852035503805875,49.0,1254.0
47068,3G,600,494.0,529.0,548.0,152.0,133.0,125.0,78.0,97.0,103.0,149.0,43.0,362.0,7.0,0.7815048317374482,46.0,1384.0
50808,3G,600,439.0,422.0,648.0,80.0,113.0,132.0,115.0,107.0,114.0,195.0,58.0,444.0,9.0,1.7173884113315274,60.0,1129.0
37573,2G,300,602.0,248.0,530.0,137.0,147.0,117.0,87.0,95.0,106.0,171.0,20.0,482.0,8.0,0.2554789355809524,52.0,1072.0
36093,3G,400,674.0,552.0,371.0,128.0,169.0,96.0,89.0,166.0,91.0,157.0,21.0,552.0,8.0,-0.11401393242721,79.0,1281.0
57915,3G,500,634.0,341.0,275.0,120.0,108.0,135.0,140.0,81.0,102.0,131.0,11.0,443.0,3.0,0.09387626154406863,27.0,1145.0
31752,4G,400,409.0,587.0,310.0,157.0,107.0,87.0,71.0,76.0,112.0,253.0,53.0,503.0,10.0,-1.4124004704920203,73.0,938.0
50920,2G,400,581.0,614.0,289.0,130.0,135.0,141.0,138.0,90.0,92.0,171.0,47.0,696.0,7.0,1.3126502144343692,31.0,1272.0
50391,3G,600,381.0,465.0,377.0,148.0,141.0,127.0,89.0,109.0,118.0,205.0,59.0,566.0,8.0,-0.5112183199637285,45.0,1259.0
41156,4G,400,632.0,728.0,747.0,151.0,108.0,149.0,102.0,93.0,96.0,169.0,79.0,440.0,18.0,0.327482717448735,32.0,1605.0
53152,3G,400,368.0,309.0,592.0,123.0,101.0,111.0,99.0,87.0,123.0,167.0,2.0,491.0,14.0,-0.3188109475754214,55.0,873.0
48098,4G,600,542.0,585.0,112.0,127.0,174.0,138.0,116.0,108.0,140.0,216.0,89.0,655.0,8.0,0.8395249586004887,24.0,1324.0
49160,3G,700,597.0,475.0,536.0,125.0,121.0,77.0,102.0,96.0,116.0,198.0,0.0,622.0,9.0,-1.6458601231530183,57.0,1363.0
33204,3G,400,508.0,351.0,94.0,108.0,177.0,127.0,103.0,85.0,76.0,225.0,35.0,452.0,6.0,-1.5271490068247933,50.0,976.0
62545,3G,700,386.0,291.0,512.0,155.0,128.0,106.0,78.0,109.0,73.0,204.0,0.0,433.0,8.0,-2.6443087052452037,38.0,1246.0
52438,4G,300,343.0,338.0,636.0,158.0,149.0,98.0,135.0,92.0,82.0,206.0,78.0,599.0,9.0,0.40752286616634753,67.0,1095.0
54450,3G,600,530.0,490.0,488.0,108.0,95.0,127.0,115.0,109.0,122.0,209.0,93.0,307.0,6.0,0.8186247244690513,0.0,1289.0
40138,4G,500,245.0,543.0,454.0,149.0,107.0,144.0,102.0,75.0,82.0,152.0,15.0,545.0,9.0,0.12670363791945713,46.0,994.0
38003,2G,500,485.0,458.0,555.0,146.0,129.0,111.0,130.0,100.0,88.0,251.0,51.0,738.0,11.0,-0.16761655792693972,65.0,1236.0
49359,2G,600,578.0,615.0,632.0,116.0,152.0,131.0,132.0,94.0,112.0,171.0,74.0,513.0,6.0,-1.2416340265691663,64.0,1545.0
31589,2G,500,385.0,503.0,532.0,139.0,116.0,111.0,83.0,89.0,89.0,195.0,37.0,481.0,5.0,-1.3113701595201295,28.0,1180.0
60447,3G,500,479.0,407.0,609.0,89.0,144.0,132.0,76.0,52.0,101.0,177.0,60.0,435.0,14.0,-0.2723947101500686,76.0,1208.0
79135,3G,400,456.0,348.0,476.0,156.0,128.0,174.0,103.0,70.0,95.0,155.0,55.0,417.0,10.0,-0.18713348091669668,82.0,1120.0
35497,3G,500,418.0,755.0,333.0,89.0,116.0,92.0,104.0,109.0,51.0,131.0,62.0,343.0,11.0,0.09881356891623341,51.0,1047.0
54353,2G,500,714.0,584.0,536.0,120.0,104.0,150.0,91.0,107.0,107.0,201.0,50.0,551.0,11.0,0.3495842761885707,58.0,1383.0
53861,2G,600,820.0,517.0,623.0,115.0,132.0,154.0,119.0,78.0,89.0,236.0,45.0,697.0,9.0,-0.6335545182117208,70.0,1621.0
65279,4G,700,567.0,379.0,425.0,124.0,125.0,106.0,107.0,131.0,117.0,165.0,36.0,574.0,8.0,-1.0968399605264048,74.0,1185.0
61712,2G,600,526.0,672.0,539.0,116.0,97.0,153.0,116.0,101.0,80.0,188.0,5.0,472.0,9.0,-0.14236198392390573,10.0,1475.0
38668,3G,400,438.0,608.0,414.0,111.0,91.0,139.0,126.0,91.0,63.0,208.0,44.0,285.0,11.0,0.2776351143920028,39.0,1123.0
52721,3G,500,514.0,285.0,412.0,118.0,112.0,124.0,117.0,80.0,109.0,242.0,73.0,444.0,9.0,-1.1122745224509438,70.0,1142.0
63250,4G,500,510.0,476.0,340.0,113.0,98.0,148.0,116.0,101.0,88.0,233.0,37.0,445.0,5.0,-0.6428515821667478,36.0,1247.0
53563,3G,600,446.0,563.0,628.0,82.0,114.0,124.0,79.0,98.0,100.0,250.0,39.0,267.0,10.0,-0.24438155918743978,53.0,1259.0
59845,3G,300,503.0,457.0,625.0,114.0,96.0,132.0,76.0,86.0,115.0,156.0,26.0,469.0,10.0,-0.01478075952559479,86.0,1031.0
40768,3G,300,513.0,509.0,428.0,121.0,117.0,94.0,118.0,128.0,98.0,184.0,52.0,480.0,7.0,0.8354450567016857,36.0,1007.0
43205,2G,700,549.0,495.0,309.0,129.0,133.0,144.0,99.0,74.0,124.0,215.0,78.0,634.0,9.0,0.13836458458332643,42.0,1482.0
40791,4G,500,590.0,549.0,634.0,147.0,110.0,133.0,103.0,92.0,92.0,227.0,103.0,315.0,12.0,-0.572455616881591,53.0,1405.0
64133,2G,400,666.0,423.0,552.0,113.0,132.0,80.0,110.0,98.0,97.0,176.0,28.0,572.0,6.0,-0.6223505338328151,5.0,1159.0
49458,2G,600,504.0,718.0,617.0,106.0,107.0,138.0,73.0,91.0,85.0,175.0,25.0,549.0,11.0,-1.537764880810939,42.0,1470.0
76281,2G,300,547.0,605.0,644.0,115.0,87.0,99.0,86.0,116.0,81.0,174.0,14.0,516.0,10.0,-1.548245311289509,18.0,1152.0
79750,2G,600,511.0,629.0,318.0,130.0,92.0,109.0,75.0,120.0,123.0,131.0,50.0,569.0,12.0,0.8043486501067703,43.0,1151.0
32563,3G,500,481.0,732.0,442.0,123.0,111.0,144.0,114.0,120.0,99.0,126.0,88.0,496.0,6.0,1.1227931313519681,70.0,1272.0
76643,3G,500,528.0,530.0,460.0,121.0,98.0,137.0,131.0,113.0,75.0,162.0,43.0,409.0,6.0,-0.5682165274072171,59.0,1335.0
48643,3G,400,493.0,528.0,639.0,141.0,123.0,133.0,127.0,117.0,130.0,257.0,15.0,599.0,9.0,-0.8289221250839494,75.0,1340.0
53186,3G,400,320.0,451.0,553.0,73.0,147.0,107.0,134.0,67.0,122.0,190.0,14.0,479.0,8.0,1.1909149567436645,68.0,1042.0
45710,3G,400,344.0,594.0,684.0,98.0,136.0,125.0,113.0,101.0,63.0,249.0,65.0,540.0,11.0,-0.36189500909962563,46.0,1121.0
69033,2G,600,604.0,437.0,594.0,116.0,97.0,61.0,116.0,137.0,82.0,171.0,38.0,516.0,10.0,0.13736473539050886,54.0,1232.0
62584,3G,600,546.0,567.0,407.0,136.0,103.0,103.0,86.0,99.0,112.0,126.0,59.0,622.0,8.0,0.7285335775495703,20.0,1230.0
71342,2G,500,503.0,418.0,427.0,128.0,146.0,88.0,111.0,75.0,109.0,228.0,53.0,528.0,7.0,0.09334595945534148,41.0,1331.0
36250,3G,500,410.0,532.0,217.0,113.0,128.0,152.0,115.0,113.0,123.0,176.0,47.0,425.0,15.0,-0.752243957230596,47.0,1148.0
57026,4G,500,478.0,585.0,547.0,103.0,163.0,82.0,93.0,97.0,97.0,253.0,59.0,582.0,2.0,0.28074982570905804,67.0,1262.0
42121,3G,600,263.0,289.0,635.0,145.0,97.0,119.0,103.0,80.0,97.0,126.0,40.0,386.0,8.0,2.5105556491210184,87.0,1163.0
46058,4G,500,376.0,492.0,458.0,114.0,133.0,156.0,82.0,86.0,125.0,225.0,38.0,546.0,16.0,-1.2774542908415645,45.0,1246.0
31578,2G,300,317.0,406.0,651.0,121.0,119.0,139.0,124.0,105.0,116.0,182.0,27.0,545.0,13.0,-1.0122937897351962,36.0,1085.0
45809,3G,500,597.0,575.0,598.0,151.0,79.0,104.0,98.0,105.0,97.0,177.0,89.0,526.0,4.0,-2.5453061446992384,85.0,1330.0
33570,3G,300,540.0,238.0,491.0,147.0,132.0,147.0,137.0,124.0,72.0,226.0,66.0,597.0,4.0,0.11862283782118657,43.0,1172.0
35884,4G,400,802.0,716.0,614.0,94.0,108.0,107.0,102.0,112.0,99.0,218.0,72.0,608.0,11.0,-1.1908007940149135,93.0,1423.0
54898,4G,500,368.0,460.0,588.0,109.0,93.0,130.0,105.0,137.0,97.0,170.0,74.0,582.0,9.0,0.21817493272335967,33.0,1117.0
32295,4G,400,640.0,832.0,345.0,59.0,132.0,144.0,86.0,112.0,83.0,161.0,41.0,478.0,5.0,0.4204443449643871,68.0,1259.0
41073,3G,600,626.0,728.0,845.0,140.0,135.0,155.0,86.0,94.0,104.0,192.0,40.0,559.0,10.0,-1.5700652158513109,87.0,1781.0
33495,4G,500,396.0,544.0,538.0,128.0,92.0,143.0,92.0,97.0,68.0,199.0,45.0,685.0,8.0,-0.0243865768072233,21.0,1141.0
67688,2G,500,415.0,474.0,633.0,74.0,136.0,137.0,86.0,84.0,113.0,240.0,76.0,566.0,7.0,0.6267013265283413,34.0,1158.0
70417,4G,600,576.0,158.0,414.0,97.0,127.0,96.0,96.0,110.0,114.0,197.0,59.0,518.0,9.0,-1.103808919271649,90.0,1163.0
62101,2G,500,516.0,578.0,419.0,135.0,76.0,97.0,83.0,112.0,116.0,201.0,26.0,435.0,8.0,-0.6326764908973996,64.0,1184.0
73218,4G,500,554.0,432.0,475.0,121.0,111.0,109.0,71.0,122.0,99.0,150.0,67.0,362.0,10.0,0.8082767770835505,62.0,1100.0
78821,4G,500,756.0,382.0,496.0,82.0,103.0,136.0,65.0,96.0,77.0,191.0,56.0,523.0,8.0,0.028051267354735603,61.0,1197.0
67848,4G,500,515.0,530.0,533.0,112.0,93.0,120.0,84.0,108.0,80.0,238.0,45.0,399.0,12.0,-0.4754484260952164,49.0,1127.0
45328,2G,300,507.0,459.0,447.0,109.0,145.0,155.0,93.0,97.0,89.0,194.0,46.0,640.0,13.0,-0.7649764801692132,47.0,1102.0
58625,3G,400,409.0,466.0,301.0,137.0,108.0,133.0,72.0,79.0,106.0,233.0,87.0,543.0,8.0,-1.330133121069569,87.0,983.0
64017,3G,300,610.0,343.0,728.0,110.0,109.0,138.0,115.0,89.0,112.0,234.0,63.0,492.0,6.0,0.3778499499398615,30.0,1224.0
38000,4G,700,536.0,357.0,482.0,114.0,106.0,135.0,91.0,93.0,108.0,251.0,70.0,510.0,7.0,0.2021492065038156,0.0,1340.0
66524,2G,500,553.0,404.0,337.0,155.0,155.0,130.0,100.0,118.0,124.0,226.0,67.0,682.0,7.0,0.015667712660011754,45.0,1205.0
52364,3G,400,650.0,886.0,569.0,123.0,147.0,119.0,109.0,102.0,124.0,202.0,86.0,448.0,8.0,-0.996093463684551,55.0,1410.0
37711,3G,600,611.0,390.0,525.0,113.0,84.0,127.0,91.0,103.0,115.0,201.0,79.0,415.0,4.0,-1.6941801594932724,29.0,1250.0
53140,3G,600,625.0,380.0,639.0,99.0,125.0,168.0,83.0,105.0,103.0,205.0,52.0,591.0,11.0,1.1213643198833294,51.0,1438.0
56429,4G,300,533.0,691.0,416.0,112.0,136.0,103.0,93.0,110.0,117.0,137.0,15.0,436.0,10.0,0.43601721552536704,44.0,1134.0
50726,4G,500,607.0,526.0,639.0,126.0,129.0,85.0,102.0,86.0,114.0,128.0,49.0,514.0,11.0,0.5312720896858846,29.0,1232.0
70249,4G,500,317.0,493.0,386.0,122.0,80.0,103.0,72.0,84.0,78.0,203.0,57.0,588.0,4.0,0.3424228459247313,33.0,952.0
77822,4G,500,645.0,342.0,429.0,155.0,115.0,113.0,91.0,104.0,101.0,120.0,23.0,378.0,9.0,1.0958489470197081,32.0,1271.0
66663,3G,400,429.0,483.0,651.0,120.0,102.0,87.0,75.0,93.0,122.0,221.0,77.0,562.0,11.0,0.826012004990137,52.0,1087.0
76241,4G,700,306.0,606.0,439.0,157.0,113.0,134.0,99.0,71.0,98.0,120.0,17.0,643.0,8.0,-0.5755091073415748,20.0,1362.0
49986,2G,500,303.0,425.0,603.0,88.0,135.0,124.0,110.0,77.0,87.0,221.0,9.0,513.0,6.0,0.7373167631844829,61.0,1062.0
70929,2G,800,391.0,521.0,419.0,98.0,147.0,95.0,86.0,82.0,121.0,175.0,74.0,528.0,8.0,1.4192471334290837,5.0,1310.0
52215,2G,600,325.0,435.0,440.0,123.0,121.0,104.0,127.0,69.0,115.0,198.0,82.0,256.0,9.0,-0.191522627130391,62.0,1021.0
46754,2G,600,634.0,681.0,364.0,110.0,147.0,113.0,135.0,89.0,64.0,185.0,42.0,400.0,6.0,-0.5208308965978093,48.0,1385.0
47218,2G,400,696.0,334.0,540.0,145.0,135.0,96.0,94.0,110.0,67.0,207.0,56.0,651.0,10.0,0.5399640732919271,75.0,1302.0
46799,4G,300,642.0,671.0,751.0,111.0,76.0,129.0,106.0,75.0,65.0,211.0,54.0,451.0,11.0,-0.24114336484708493,39.0,1323.0
77668,4G,600,452.0,314.0,458.0,109.0,123.0,88.0,89.0,103.0,96.0,244.0,31.0,554.0,9.0,0.5453361587116993,70.0,963.0
77984,2G,500,533.0,540.0,363.0,119.0,67.0,131.0,128.0,89.0,108.0,197.0,95.0,444.0,8.0,-0.8482835889342435,36.0,1171.0
42549,2G,500,346.0,463.0,454.0,117.0,191.0,124.0,96.0,149.0,111.0,202.0,52.0,587.0,7.0,-1.1080660657894414,23.0,1142.0
34799,2G,300,419.0,483.0,397.0,137.0,100.0,138.0,74.0,96.0,125.0,235.0,58.0,448.0,9.0,0.8698588569054293,12.0,906.0
61476,4G,400,440.0,403.0,449.0,94.0,182.0,121.0,95.0,68.0,127.0,253.0,32.0,617.0,7.0,-0.6199690408840957,22.0,1049.0
34428,3G,500,578.0,569.0,442.0,84.0,141.0,137.0,81.0,94.0,94.0,244.0,52.0,426.0,13.0,1.4012979477276546,0.0,1168.0
44482,3G,600,612.0,533.0,429.0,149.0,111.0,167.0,104.0,92.0,95.0,149.0,32.0,413.0,13.0,-0.13034799076990405,91.0,1295.0
52077,4G,600,620.0,645.0,632.0,97.0,88.0,119.0,79.0,91.0,94.0,166.0,48.0,268.0,13.0,-1.0855741329215085,49.0,1368.0
73677,4G,500,486.0,486.0,195.0,122.0,126.0,117.0,139.0,92.0,95.0,173.0,66.0,302.0,8.0,-0.5290294222683509,23.0,1012.0
56623,2G,500,553.0,557.0,394.0,132.0,132.0,87.0,95.0,126.0,116.0,253.0,32.0,370.0,8.0,-0.10602092732161127,52.0,1208.0
57029,2G,300,601.0,338.0,478.0,156.0,122.0,132.0,75.0,56.0,109.0,183.0,60.0,613.0,9.0,-1.5803377373694958,49.0,1075.0
44574,3G,500,606.0,502.0,469.0,115.0,116.0,111.0,120.0,83.0,62.0,242.0,48.0,665.0,8.0,-0.38770119492522465,56.0,1284.0
74886,4G,500,365.0,460.0,440.0,117.0,123.0,122.0,84.0,74.0,115.0,160.0,71.0,557.0,14.0,-0.33058338435983864,29.0,1083.0
69585,3G,400,404.0,520.0,549.0,131.0,146.0,126.0,64.0,94.0,107.0,230.0,73.0,431.0,11.0,-0.2901587143851757,107.0,1078.0
56281,2G,400,305.0,522.0,247.0,104.0,118.0,96.0,116.0,102.0,108.0,171.0,73.0,494.0,12.0,-0.9718056149777742,20.0,882.0
63034,3G,400,415.0,270.0,675.0,98.0,100.0,140.0,115.0,111.0,108.0,189.0,34.0,362.0,7.0,-0.3408211627523823,96.0,1001.0
78074,2G,500,587.0,488.0,350.0,122.0,127.0,159.0,130.0,86.0,114.0,197.0,36.0,532.0,6.0,0.023991176805120057,68.0,1243.0
50449,3G,500,407.0,479.0,437.0,154.0,119.0,97.0,92.0,97.0,61.0,161.0,49.0,518.0,12.0,0.15256113152134812,26.0,1069.0
54971,4G,500,445.0,553.0,331.0,125.0,104.0,93.0,103.0,126.0,79.0,169.0,52.0,389.0,6.0,-1.5726218461525412,96.0,1178.0
66393,4G,500,453.0,693.0,492.0,129.0,144.0,89.0,108.0,113.0,107.0,216.0,35.0,424.0,1.0,1.678441425020742,69.0,1255.0
57148,4G,500,498.0,337.0,541.0,151.0,107.0,116.0,111.0,102.0,88.0,225.0,34.0,621.0,6.0,-0.9196120808583365,20.0,1048.0
45727,3G,500,332.0,602.0,574.0,111.0,134.0,117.0,130.0,103.0,90.0,223.0,58.0,411.0,8.0,-0.9466452347420715,61.0,1199.0
57778,2G,500,442.0,516.0,607.0,142.0,110.0,152.0,102.0,101.0,109.0,116.0,43.0,539.0,17.0,-0.9391459979284493,74.0,1363.0
34031,4G,600,562.0,602.0,356.0,149.0,164.0,69.0,81.0,101.0,103.0,193.0,79.0,560.0,9.0,0.5661735113960433,46.0,1323.0
43317,2G,300,491.0,613.0,313.0,111.0,91.0,131.0,116.0,87.0,70.0,195.0,65.0,446.0,8.0,0.32590983691578046,46.0,1049.0
54120,4G,500,478.0,573.0,656.0,149.0,146.0,110.0,99.0,97.0,98.0,118.0,41.0,400.0,5.0,1.1526473982436287,18.0,1404.0
31015,2G,400,558.0,624.0,602.0,103.0,134.0,119.0,120.0,125.0,85.0,214.0,76.0,442.0,10.0,1.0956978890869993,90.0,1253.0
31805,3G,400,401.0,474.0,222.0,69.0,115.0,120.0,100.0,89.0,89.0,244.0,45.0,566.0,7.0,0.7275633993703361,20.0,959.0
62133,4G,500,351.0,441.0,482.0,95.0,104.0,114.0,105.0,90.0,74.0,170.0,66.0,655.0,11.0,0.7254708373133407,76.0,1099.0
35099,4G,500,567.0,378.0,524.0,112.0,127.0,139.0,144.0,83.0,93.0,144.0,54.0,469.0,8.0,1.7264807222489558,77.0,1284.0
37705,2G,400,473.0,504.0,453.0,143.0,165.0,129.0,88.0,98.0,70.0,159.0,44.0,592.0,14.0,0.2714080491231815,52.0,1287.0
65347,3G,400,379.0,437.0,324.0,145.0,141.0,87.0,116.0,130.0,110.0,155.0,91.0,497.0,17.0,1.8789646299657925,58.0,1016.0
56359,3G,500,520.0,414.0,439.0,150.0,104.0,132.0,129.0,155.0,141.0,153.0,37.0,496.0,2.0,0.38172035669078297,87.0,1290.0
59206,4G,500,615.0,540.0,595.0,112.0,107.0,115.0,97.0,68.0,72.0,236.0,66.0,485.0,12.0,-1.3504037961546624,72.0,1231.0
31826,3G,500,531.0,494.0,422.0,105.0,142.0,99.0,93.0,107.0,113.0,233.0,71.0,374.0,7.0,0.9342148545987105,76.0,1122.0
78932,2G,600,471.0,532.0,436.0,121.0,152.0,108.0,114.0,82.0,94.0,218.0,95.0,468.0,7.0,-0.4690800180030498,19.0,1278.0
32417,2G,400,564.0,523.0,515.0,132.0,124.0,103.0,139.0,141.0,92.0,154.0,77.0,441.0,3.0,-0.6952466861370844,73.0,1223.0
34582,2G,400,510.0,472.0,510.0,133.0,133.0,79.0,102.0,108.0,77.0,179.0,69.0,616.0,13.0,-0.30377861600723804,52.0,1175.0
52238,4G,500,525.0,669.0,635.0,140.0,128.0,119.0,101.0,82.0,93.0,95.0,111.0,690.0,10.0,-0.3135026586499543,66.0,1378.0
43448,4G,500,363.0,575.0,496.0,93.0,75.0,69.0,72.0,95.0,115.0,207.0,40.0,560.0,9.0,-0.27109607600596536,61.0,944.0
76178,2G,500,336.0,651.0,354.0,121.0,128.0,89.0,109.0,100.0,97.0,251.0,77.0,593.0,7.0,-0.29974194952435645,23.0,1149.0
51797,4G,600,489.0,293.0,369.0,125.0,79.0,167.0,104.0,96.0,105.0,199.0,42.0,567.0,7.0,-0.6863841754311268,107.0,1199.0
54963,2G,600,454.0,338.0,437.0,112.0,160.0,86.0,124.0,92.0,116.0,166.0,31.0,410.0,9.0,0.1196002003018789,67.0,1105.0
49284,3G,400,461.0,526.0,594.0,134.0,154.0,95.0,120.0,64.0,120.0,230.0,44.0,730.0,10.0,0.30214294688792304,29.0,1200.0
47481,3G,600,462.0,449.0,462.0,100.0,114.0,131.0,104.0,77.0,87.0,238.0,31.0,299.0,10.0,0.2164978012728435,46.0,1123.0
