42058,61.0,545.0,13.0,25.0
40654,6.0,464.0,9.0,37.0
49133,41.0,712.0,6.0,75.0
43694,87.0,526.0,8.0,26.0
53710,109.0,608.0,13.0,49.0
48609,50.0,562.0,9.0,53.0
52609,58.0,350.0,8.0,62.0
51956,43.0,637.0,9.0,24.0
44414,63.0,538.0,6.0,77.0
42088,65.0,523.0,7.0,42.0
48482,54.0,363.0,8.0,71.0
44851,70.0,463.0,5.0,66.0
59697,66.0,550.0,10.0,65.0
49833,51.0,601.0,9.0,94.0
43799,51.0,475.0,11.0,42.0
53233,80.0,674.0,11.0,51.0
54068,60.0,626.0,11.0,38.0
45121,67.0,520.0,4.0,80.0
46105,80.0,662.0,9.0,63.0
44974,58.0,439.0,6.0,94.0
48286,58.0,484.0,5.0,40.0
55646,51.0,600.0,8.0,46.0
44687,48.0,474.0,9.0,79.0
45880,53.0,401.0,4.0,52.0
46906,47.0,470.0,5.0,56.0
41694,71.0,431.0,10.0,94.0
58712,98.0,583.0,6.0,40.0
55003,78.0,499.0,14.0,33.0
55051,48.0,588.0,8.0,15.0
46270,4.0,560.0,12.0,22.0
59394,67.0,399.0,10.0,61.0
50434,80.0,615.0,10.0,52.0
54889,88.0,609.0,8.0,60.0
42860,69.0,678.0,8.0,45.0
50083,66.0,528.0,12.0,65.0
44125,61.0,511.0,10.0,60.0
46508,45.0,579.0,11.0,70.0
50626,68.0,554.0,14.0,99.0
48639,59.0,628.0,13.0,70.0
47987,25.0,277.0,7.0,52.0
57618,79.0,553.0,7.0,58.0
52178,75.0,500.0,11.0,53.0
55116,46.0,617.0,4.0,66.0
56235,68.0,544.0,17.0,33.0
43852,58.0,528.0,9.0,82.0
47610,71.0,505.0,7.0,71.0
57346,3.0,637.0,8.0,72.0
44711,58.0,616.0,9.0,76.0
57004,7.0,438.0,9.0,32.0
59839,49.0,458.0,8.0,36.0
48489,62.0,393.0,13.0,40.0
53272,61.0,708.0,7.0,33.0
54872,5.0,406.0,6.0,56.0
43227,76.0,479.0,6.0,70.0
45841,45.0,375.0,9.0,77.0
49775,0.0,468.0,14.0,75.0
58128,62.0,495.0,11.0,74.0
52062,28.0,528.0,13.0,0.0
46156,26.0,577.0,10.0,46.0
48466,33.0,413.0,12.0,27.0
41335,39.0,642.0,13.0,112.0
51238,37.0,641.0,14.0,96.0
57974,90.0,464.0,13.0,67.0
48970,61.0,443.0,13.0,5.0
47876,25.0,454.0,9.0,49.0
50067,30.0,436.0,5.0,105.0
56705,60.0,407.0,8.0,56.0
40830,0.0,446.0,14.0,40.0
59824,49.0,536.0,6.0,67.0
45965,48.0,688.0,8.0,46.0
42237,68.0,545.0,7.0,51.0
51386,71.0,560.0,3.0,45.0
41781,91.0,612.0,11.0,68.0
55075,8.0,377.0,6.0,65.0
51882,71.0,553.0,9.0,67.0
58900,67.0,471.0,12.0,3.0
55733,76.0,562.0,10.0,42.0
53536,60.0,644.0,11.0,96.0
50670,96.0,364.0,9.0,103.0
56775,29.0,447.0,9.0,124.0
45450,73.0,467.0,8.0,32.0
56536,37.0,495.0,10.0,89.0
52548,29.0,563.0,8.0,24.0
54504,7.0,705.0,7.0,11.0
41263,52.0,503.0,9.0,71.0
41619,9.0,405.0,10.0,86.0
43108,82.0,465.0,8.0,71.0
43869,60.0,442.0,8.0,23.0
41741,55.0,469.0,15.0,99.0
54541,49.0,561.0,9.0,55.0
44472,66.0,625.0,9.0,95.0
41584,65.0,415.0,11.0,63.0
40863,22.0,583.0,11.0,42.0
46394,91.0,362.0,7.0,64.0
59293,35.0,582.0,8.0,55.0
57698,46.0,409.0,12.0,64.0
52518,48.0,499.0,11.0,52.0
44572,18.0,377.0,13.0,88.0
58951,0.0,424.0,6.0,96.0
48038,71.0,411.0,14.0,71.0
51654,41.0,472.0,9.0,67.0
55833,82.0,411.0,5.0,53.0
54380,43.0,525.0,10.0,48.0
56898,53.0,306.0,12.0,59.0
46626,43.0,595.0,10.0,72.0
53291,51.0,512.0,11.0,71.0
49151,65.0,555.0,4.0,84.0
56709,9.0,728.0,6.0,86.0
46780,58.0,481.0,7.0,65.0
42426,2.0,330.0,7.0,66.0
44346,73.0,580.0,10.0,71.0
41168,72.0,534.0,11.0,50.0
54223,0.0,483.0,13.0,58.0
56907,23.0,694.0,7.0,37.0
58529,27.0,468.0,7.0,55.0
54869,74.0,623.0,14.0,94.0
50144,53.0,448.0,7.0,42.0
49751,64.0,418.0,14.0,67.0
42433,42.0,460.0,10.0,73.0
52194,33.0,601.0,11.0,71.0
57250,69.0,343.0,9.0,69.0
51081,58.0,518.0,9.0,84.0
49901,52.0,589.0,9.0,41.0
40160,69.0,499.0,6.0,55.0
44078,36.0,470.0,13.0,19.0
54187,55.0,370.0,8.0,23.0
46013,89.0,612.0,2.0,45.0
48682,54.0,345.0,7.0,26.0
47857,64.0,454.0,6.0,85.0
53159,70.0,661.0,5.0,36.0
49406,50.0,578.0,7.0,27.0
40679,41.0,478.0,10.0,72.0
58047,46.0,352.0,5.0,30.0
51948,64.0,484.0,5.0,17.0
41081,85.0,437.0,12.0,58.0
47831,42.0,529.0,5.0,19.0
44557,106.0,415.0,5.0,34.0
48957,34.0,413.0,11.0,68.0
40311,0.0,526.0,12.0,47.0
54406,81.0,613.0,5.0,68.0
59301,19.0,328.0,6.0,12.0
45567,61.0,435.0,11.0,53.0
46271,70.0,636.0,14.0,33.0
40201,57.0,530.0,7.0,75.0
44037,45.0,502.0,9.0,76.0
41676,9.0,330.0,6.0,38.0
49648,5.0,493.0,13.0,19.0
58034,33.0,384.0,13.0,100.0
40251,73.0,407.0,9.0,53.0
45819,15.0,677.0,10.0,76.0
53379,49.0,523.0,7.0,48.0
49220,44.0,699.0,4.0,15.0
51060,61.0,637.0,6.0,0.0
49612,51.0,529.0,12.0,35.0
52800,32.0,500.0,13.0,3.0
49265,31.0,558.0,17.0,75.0
45636,52.0,494.0,9.0,56.0
46479,38.0,374.0,2.0,71.0
57129,24.0,473.0,11.0,43.0
41769,58.0,367.0,8.0,35.0
53808,61.0,424.0,9.0,40.0
43423,83.0,712.0,6.0,65.0
50562,72.0,480.0,5.0,53.0
49692,52.0,578.0,6.0,55.0
48022,1.0,498.0,5.0,71.0
53681,56.0,544.0,9.0,75.0
54414,84.0,593.0,10.0,56.0
45679,60.0,462.0,9.0,64.0
41697,60.0,612.0,13.0,47.0
44594,67.0,355.0,3.0,32.0
53494,86.0,409.0,7.0,51.0
56786,44.0,635.0,11.0,43.0
53372,87.0,513.0,8.0,76.0
50752,83.0,584.0,1.0,46.0
51239,61.0,529.0,10.0,79.0
46416,60.0,465.0,13.0,43.0
59598,9.0,596.0,10.0,57.0
41532,32.0,414.0,8.0,39.0
41799,60.0,607.0,10.0,58.0
44060,79.0,477.0,10.0,99.0
40028,63.0,429.0,15.0,49.0
52985,76.0,222.0,7.0,57.0
45915,52.0,533.0,6.0,75.0
52165,43.0,402.0,7.0,73.0
52340,45.0,215.0,5.0,83.0
49592,53.0,656.0,10.0,84.0
56726,59.0,489.0,6.0,86.0
51451,54.0,744.0,2.0,68.0
47129,65.0,572.0,9.0,49.0
55893,51.0,571.0,9.0,45.0
40029,13.0,718.0,7.0,66.0
56403,54.0,582.0,11.0,77.0
52983,87.0,469.0,5.0,90.0
53336,94.0,364.0,7.0,43.0
45157,83.0,389.0,10.0,51.0
41434,57.0,375.0,8.0,32.0
52893,48.0,584.0,12.0,84.0
58404,58.0,408.0,11.0,35.0
41515,53.0,480.0,6.0,48.0
57603,73.0,466.0,8.0,37.0
49126,76.0,415.0,7.0,73.0
47303,76.0,500.0,12.0,26.0
57783,50.0,321.0,6.0,42.0
59158,70.0,524.0,17.0,79.0
49386,65.0,492.0,12.0,35.0
45546,55.0,565.0,6.0,68.0
50726,82.0,594.0,12.0,64.0
42668,46.0,371.0,11.0,87.0
59995,62.0,650.0,9.0,0.0
48929,53.0,461.0,12.0,92.0
45140,44.0,531.0,7.0,75.0
47655,67.0,538.0,5.0,67.0
42678,21.0,582.0,8.0,0.0
51087,58.0,357.0,11.0,61.0
50472,48.0,465.0,4.0,52.0
43993,42.0,489.0,10.0,67.0
44467,56.0,338.0,6.0,27.0
45533,72.0,473.0,8.0,50.0
50051,25.0,521.0,10.0,40.0
56176,37.0,418.0,9.0,45.0
42577,13.0,311.0,6.0,-0.0
57964,41.0,489.0,12.0,60.0
58645,36.0,703.0,13.0,22.0
51123,31.0,595.0,12.0,65.0
47321,33.0,484.0,11.0,27.0
54971,36.0,603.0,7.0,51.0
40598,94.0,611.0,6.0,91.0
45950,39.0,399.0,10.0,54.0
55063,50.0,737.0,14.0,92.0
56532,53.0,564.0,13.0,39.0
55304,37.0,448.0,8.0,40.0
55787,69.0,416.0,10.0,69.0
50341,3.0,472.0,11.0,14.0
58796,32.0,349.0,11.0,0.0
45374,51.0,350.0,10.0,75.0
40461,56.0,660.0,8.0,80.0
55293,43.0,387.0,13.0,72.0
42162,75.0,575.0,4.0,61.0
41588,50.0,490.0,7.0,84.0
49636,56.0,570.0,10.0,40.0
55845,40.0,489.0,10.0,72.0
44191,78.0,460.0,8.0,84.0
57224,66.0,490.0,6.0,82.0
46981,65.0,457.0,13.0,63.0
57108,58.0,432.0,4.0,79.0
42309,95.0,496.0,8.0,6.0
45262,47.0,440.0,5.0,65.0
44941,87.0,410.0,10.0,49.0
46435,79.0,504.0,9.0,54.0
40539,85.0,540.0,10.0,45.0
41848,104.0,496.0,8.0,60.0
52775,67.0,414.0,7.0,68.0
56257,69.0,567.0,7.0,82.0
45526,71.0,643.0,8.0,41.0
43865,42.0,374.0,8.0,67.0
48995,50.0,271.0,10.0,42.0
52503,83.0,371.0,6.0,61.0
45949,81.0,400.0,11.0,54.0
50732,5.0,483.0,13.0,11.0
45963,17.0,695.0,11.0,91.0
53729,40.0,600.0,8.0,59.0
53851,79.0,378.0,9.0,50.0
56456,63.0,318.0,11.0,20.0
51893,94.0,653.0,10.0,51.0
59571,77.0,664.0,10.0,89.0
51201,14.0,604.0,4.0,13.0
50665,86.0,603.0,11.0,62.0
55660,65.0,397.0,12.0,29.0
47443,53.0,442.0,4.0,-0.0
40413,55.0,496.0,8.0,4.0
49861,83.0,517.0,15.0,50.0
59896,38.0,444.0,15.0,45.0
52607,43.0,471.0,7.0,82.0
45557,80.0,497.0,6.0,72.0
59931,44.0,467.0,12.0,66.0
40492,71.0,675.0,8.0,0.0
51968,58.0,425.0,3.0,65.0
40613,51.0,626.0,10.0,49.0
46066,59.0,599.0,11.0,51.0
49835,82.0,480.0,7.0,76.0
43669,24.0,600.0,14.0,70.0
51604,59.0,560.0,9.0,83.0
43359,79.0,493.0,12.0,91.0
46885,57.0,525.0,9.0,43.0
56289,51.0,505.0,8.0,49.0
42926,24.0,426.0,11.0,59.0
58790,76.0,460.0,3.0,11.0
58005,40.0,471.0,11.0,84.0
45680,41.0,568.0,12.0,72.0
57076,55.0,542.0,3.0,54.0
55399,63.0,562.0,4.0,28.0
57600,56.0,599.0,7.0,52.0
49574,48.0,590.0,7.0,96.0
41090,59.0,598.0,7.0,80.0
53582,88.0,500.0,7.0,65.0
58460,4.0,433.0,9.0,107.0
44801,29.0,540.0,10.0,11.0
46540,77.0,665.0,13.0,81.0
42794,39.0,594.0,13.0,40.0
49178,48.0,351.0,10.0,83.0
52838,43.0,387.0,10.0,63.0
56602,61.0,533.0,8.0,53.0
58695,101.0,478.0,11.0,61.0
58635,37.0,531.0,6.0,42.0
59500,66.0,501.0,8.0,74.0
55252,58.0,407.0,10.0,54.0
59746,48.0,323.0,6.0,84.0
58950,39.0,558.0,6.0,41.0
41627,37.0,632.0,10.0,58.0
54553,65.0,402.0,16.0,37.0
56934,76.0,357.0,6.0,67.0
43150,5.0,418.0,11.0,0.0
45753,37.0,498.0,9.0,42.0
46628,71.0,597.0,6.0,74.0
42176,51.0,484.0,9.0,34.0
48339,64.0,581.0,10.0,48.0
45822,11.0,686.0,11.0,11.0
58438,68.0,501.0,11.0,71.0
50690,68.0,422.0,7.0,41.0
57823,75.0,540.0,7.0,44.0
45719,108.0,324.0,12.0,43.0
51458,64.0,290.0,7.0,59.0
55722,0.0,343.0,8.0,80.0
57391,77.0,400.0,9.0,87.0
56303,35.0,319.0,9.0,72.0
42846,73.0,456.0,5.0,35.0
48500,0.0,427.0,15.0,81.0
44216,81.0,644.0,14.0,43.0
51294,57.0,454.0,7.0,70.0
40480,51.0,433.0,14.0,51.0
54715,46.0,568.0,12.0,49.0
53382,12.0,497.0,10.0,26.0
57838,74.0,617.0,7.0,50.0
49975,53.0,525.0,12.0,47.0
48430,34.0,593.0,11.0,36.0
55203,49.0,515.0,6.0,38.0
41840,15.0,434.0,13.0,21.0
51628,36.0,640.0,8.0,97.0
56223,75.0,543.0,6.0,70.0
57280,94.0,507.0,4.0,65.0
45852,26.0,431.0,1.0,32.0
46448,46.0,619.0,8.0,33.0
53229,72.0,371.0,8.0,80.0
52951,72.0,406.0,10.0,69.0
59546,62.0,457.0,9.0,67.0
42624,8.0,465.0,10.0,44.0
44138,61.0,609.0,4.0,90.0
59894,30.0,562.0,5.0,57.0
44093,57.0,393.0,12.0,0.0
41032,38.0,594.0,10.0,71.0
48085,46.0,572.0,12.0,82.0
55160,59.0,559.0,7.0,51.0
42048,73.0,446.0,11.0,68.0
45135,66.0,405.0,11.0,50.0
44012,42.0,530.0,10.0,51.0
49373,48.0,452.0,7.0,39.0
55378,72.0,522.0,8.0,51.0
42062,48.0,634.0,12.0,64.0
49829,31.0,382.0,12.0,80.0
49131,64.0,565.0,13.0,90.0
45320,11.0,611.0,6.0,42.0
57408,12.0,445.0,6.0,85.0
53600,25.0,508.0,7.0,61.0
40092,55.0,481.0,8.0,83.0
42585,57.0,406.0,17.0,76.0
49274,74.0,585.0,12.0,31.0
48289,87.0,531.0,13.0,31.0
44237,80.0,676.0,11.0,55.0
41535,59.0,504.0,12.0,45.0
52731,53.0,585.0,11.0,77.0
58104,76.0,563.0,11.0,39.0
47692,78.0,406.0,9.0,41.0
51035,55.0,425.0,6.0,49.0
58731,15.0,573.0,7.0,60.0
47193,71.0,636.0,14.0,16.0
55940,64.0,391.0,5.0,21.0
42477,53.0,596.0,10.0,58.0
50686,77.0,622.0,9.0,76.0
47143,36.0,689.0,10.0,74.0
50909,42.0,512.0,10.0,20.0
42325,61.0,473.0,9.0,69.0
48540,33.0,651.0,16.0,13.0
44309,68.0,602.0,12.0,57.0
56238,64.0,426.0,12.0,37.0
48656,26.0,422.0,9.0,56.0
47971,75.0,581.0,8.0,76.0
50031,0.0,453.0,12.0,73.0
40209,59.0,583.0,10.0,71.0
53243,74.0,565.0,10.0,58.0
50667,54.0,452.0,11.0,91.0
49595,16.0,628.0,8.0,36.0
42716,92.0,543.0,12.0,49.0
53110,48.0,335.0,9.0,76.0
51891,59.0,638.0,15.0,62.0
49934,113.0,475.0,16.0,63.0
42848,80.0,477.0,8.0,83.0
54706,69.0,503.0,9.0,40.0
53471,0.0,390.0,9.0,56.0
46887,48.0,465.0,8.0,51.0
53050,62.0,482.0,5.0,60.0
46541,31.0,531.0,7.0,24.0
46465,50.0,651.0,12.0,53.0
44620,63.0,630.0,10.0,88.0
53699,52.0,486.0,11.0,75.0
55004,94.0,516.0,7.0,50.0
55338,74.0,554.0,12.0,55.0
43656,79.0,539.0,3.0,59.0
50716,18.0,459.0,7.0,21.0
41142,54.0,546.0,11.0,68.0
55913,70.0,514.0,7.0,51.0
52730,45.0,497.0,7.0,53.0
45039,32.0,488.0,9.0,123.0
50761,78.0,570.0,12.0,87.0
53359,51.0,638.0,8.0,3.0
49704,85.0,412.0,11.0,42.0
41182,65.0,599.0,4.0,58.0
49560,18.0,534.0,11.0,61.0
40734,62.0,447.0,6.0,57.0
46049,27.0,397.0,8.0,44.0
45676,16.0,465.0,13.0,85.0
56900,66.0,450.0,5.0,59.0
45543,75.0,357.0,5.0,56.0
56455,44.0,618.0,15.0,47.0
52958,57.0,616.0,4.0,62.0
42870,45.0,520.0,13.0,26.0
56814,44.0,654.0,10.0,65.0
55028,69.0,410.0,9.0,84.0
41779,28.0,433.0,9.0,86.0
46231,34.0,446.0,3.0,10.0
51856,82.0,563.0,7.0,44.0
45420,52.0,617.0,9.0,51.0
52986,0.0,537.0,9.0,55.0
42404,55.0,408.0,10.0,73.0
57584,0.0,666.0,13.0,63.0
48165,24.0,614.0,15.0,20.0
49481,76.0,351.0,9.0,70.0
42923,48.0,456.0,5.0,6.0
44623,39.0,353.0,7.0,58.0
53337,79.0,530.0,15.0,63.0
51585,42.0,698.0,6.0,44.0
58979,64.0,528.0,6.0,43.0
59734,76.0,645.0,5.0,43.0
46725,96.0,552.0,10.0,61.0
52084,62.0,417.0,10.0,54.0
59092,24.0,462.0,7.0,69.0
56530,65.0,360.0,8.0,36.0
40093,61.0,436.0,6.0,81.0
56225,63.0,318.0,9.0,65.0
45131,84.0,470.0,12.0,83.0
47631,52.0,598.0,3.0,45.0
49757,61.0,415.0,5.0,59.0
53467,26.0,467.0,8.0,80.0
44629,39.0,339.0,12.0,77.0
47836,61.0,514.0,10.0,76.0
56171,64.0,562.0,14.0,78.0
48634,73.0,663.0,8.0,54.0
54424,25.0,332.0,5.0,62.0
44723,79.0,554.0,10.0,31.0
49657,76.0,605.0,8.0,35.0
51074,33.0,445.0,9.0,38.0
42181,111.0,622.0,11.0,69.0
43189,86.0,383.0,10.0,26.0
40854,48.0,550.0,9.0,74.0
51093,44.0,403.0,5.0,35.0
41193,79.0,461.0,4.0,37.0
57404,46.0,391.0,11.0,34.0
40608,49.0,407.0,9.0,110.0
47374,61.0,504.0,8.0,53.0
56230,60.0,483.0,5.0,47.0
41068,70.0,545.0,14.0,65.0
49572,55.0,701.0,13.0,85.0
50165,35.0,632.0,12.0,29.0
47265,64.0,458.0,11.0,66.0
51580,119.0,475.0,3.0,70.0
49851,82.0,689.0,7.0,45.0
43636,65.0,388.0,4.0,73.0
42691,103.0,511.0,10.0,95.0
40080,64.0,450.0,11.0,58.0
48824,54.0,388.0,8.0,50.0
58560,60.0,584.0,9.0,30.0
56209,41.0,645.0,3.0,30.0
42814,6.0,333.0,7.0,23.0
48927,43.0,604.0,6.0,13.0
46198,69.0,463.0,7.0,58.0
51636,59.0,637.0,2.0,45.0
42250,47.0,339.0,9.0,0.0
44317,45.0,551.0,10.0,57.0
48391,53.0,443.0,9.0,0.0
43809,40.0,488.0,10.0,21.0
40930,44.0,428.0,9.0,103.0
42998,38.0,527.0,11.0,43.0
48980,43.0,542.0,10.0,83.0
41379,64.0,435.0,8.0,62.0
51407,7.0,465.0,7.0,57.0
40978,30.0,504.0,5.0,44.0
49672,55.0,595.0,7.0,62.0
49158,51.0,491.0,8.0,55.0
53862,77.0,659.0,6.0,23.0
44445,78.0,637.0,7.0,77.0
42934,2.0,423.0,3.0,60.0
44982,47.0,481.0,9.0,18.0
40870,68.0,610.0,11.0,51.0
44000,59.0,587.0,9.0,62.0
44672,77.0,320.0,10.0,60.0
54258,26.0,378.0,5.0,66.0
47476,81.0,321.0,9.0,15.0
42798,99.0,390.0,8.0,62.0
43571,45.0,553.0,8.0,85.0
44669,54.0,353.0,9.0,57.0
51335,39.0,418.0,12.0,94.0
50033,24.0,703.0,5.0,47.0
50753,77.0,646.0,14.0,96.0
43662,54.0,427.0,5.0,72.0
47930,53.0,437.0,13.0,50.0
51894,49.0,540.0,9.0,43.0
43778,35.0,509.0,6.0,72.0
41096,96.0,608.0,8.0,33.0
51734,42.0,598.0,10.0,59.0
47832,79.0,548.0,7.0,60.0
43260,55.0,450.0,12.0,63.0
41043,18.0,369.0,10.0,32.0
43443,66.0,366.0,8.0,49.0
59147,63.0,419.0,8.0,50.0
48475,61.0,526.0,6.0,50.0
55009,71.0,638.0,14.0,28.0
49653,67.0,557.0,10.0,78.0
48761,42.0,601.0,2.0,51.0
49239,51.0,328.0,8.0,71.0
58038,48.0,390.0,8.0,91.0
44192,28.0,453.0,8.0,73.0
40664,77.0,485.0,10.0,54.0
48093,56.0,682.0,4.0,0.0
47839,46.0,552.0,8.0,69.0
41108,90.0,323.0,12.0,74.0
42465,37.0,449.0,9.0,85.0
59725,96.0,503.0,7.0,72.0
56094,43.0,752.0,14.0,49.0
54694,51.0,613.0,11.0,87.0
57815,23.0,559.0,9.0,52.0
57741,44.0,591.0,3.0,47.0
56284,68.0,583.0,2.0,57.0
52553,72.0,530.0,7.0,63.0
48276,52.0,378.0,10.0,65.0
54845,36.0,405.0,4.0,42.0
44933,79.0,472.0,8.0,81.0
58360,73.0,602.0,5.0,133.0
52230,66.0,718.0,10.0,39.0
55343,97.0,596.0,7.0,72.0
53951,9.0,444.0,9.0,134.0
59317,64.0,364.0,10.0,48.0
45620,94.0,688.0,8.0,57.0
46035,55.0,405.0,8.0,66.0
49263,40.0,315.0,6.0,69.0
45805,42.0,411.0,7.0,53.0
44827,19.0,570.0,10.0,49.0
53964,92.0,615.0,11.0,111.0
44848,54.0,595.0,12.0,65.0
42631,63.0,365.0,8.0,52.0
51743,62.0,528.0,7.0,81.0
52295,22.0,613.0,8.0,50.0
51159,68.0,623.0,11.0,69.0
59817,62.0,343.0,9.0,59.0
48020,69.0,496.0,10.0,54.0
58078,100.0,405.0,6.0,41.0
57757,98.0,701.0,8.0,11.0
47316,46.0,535.0,7.0,57.0
47075,67.0,637.0,5.0,64.0
40327,32.0,561.0,6.0,64.0
54060,45.0,431.0,11.0,81.0
47943,24.0,448.0,14.0,34.0
54779,54.0,385.0,15.0,80.0
59374,57.0,421.0,11.0,57.0
45623,64.0,452.0,15.0,0.0
50066,70.0,424.0,8.0,42.0
42060,36.0,451.0,8.0,1.0
59759,70.0,513.0,1.0,23.0
40262,50.0,459.0,13.0,86.0
56088,72.0,625.0,15.0,28.0
50180,74.0,499.0,11.0,75.0
53285,8.0,613.0,13.0,45.0
57812,0.0,483.0,10.0,91.0
46861,3.0,567.0,12.0,46.0
42905,60.0,497.0,3.0,92.0
43711,22.0,562.0,9.0,85.0
47263,98.0,470.0,10.0,59.0
53937,28.0,475.0,6.0,26.0
49251,48.0,465.0,4.0,44.0
51855,67.0,354.0,9.0,51.0
41622,33.0,554.0,8.0,63.0
41978,36.0,501.0,10.0,69.0
54528,63.0,360.0,7.0,70.0
57093,56.0,599.0,9.0,78.0
58410,29.0,529.0,11.0,46.0
55714,53.0,646.0,7.0,53.0
57451,63.0,368.0,8.0,49.0
46912,72.0,461.0,9.0,56.0
51794,84.0,594.0,7.0,31.0
57409,86.0,358.0,11.0,68.0
51708,94.0,406.0,8.0,32.0
57127,56.0,386.0,7.0,53.0
44829,15.0,548.0,5.0,2.0
40008,67.0,272.0,11.0,116.0
47388,31.0,355.0,16.0,67.0
54115,66.0,447.0,5.0,84.0
41611,62.0,529.0,8.0,0.0
51345,25.0,542.0,18.0,68.0
46509,57.0,542.0,8.0,73.0
43221,60.0,487.0,7.0,86.0
46197,48.0,444.0,9.0,64.0
46832,55.0,370.0,13.0,39.0
41681,43.0,499.0,11.0,0.0
56423,48.0,332.0,10.0,53.0
48587,70.0,392.0,10.0,38.0
59397,56.0,551.0,6.0,58.0
57989,76.0,371.0,12.0,34.0
50897,69.0,572.0,5.0,21.0
50338,25.0,445.0,9.0,64.0
40611,56.0,440.0,9.0,81.0
58938,48.0,522.0,13.0,40.0
48663,49.0,543.0,12.0,0.0
48378,65.0,327.0,6.0,56.0
59915,28.0,685.0,12.0,66.0
59438,21.0,535.0,14.0,44.0
51863,93.0,524.0,8.0,41.0
40168,62.0,525.0,10.0,77.0
45615,33.0,437.0,6.0,26.0
47756,46.0,540.0,14.0,77.0
43016,85.0,437.0,6.0,69.0
48976,39.0,679.0,9.0,57.0
44449,40.0,296.0,11.0,59.0
58710,97.0,587.0,8.0,91.0
41018,65.0,626.0,5.0,72.0
55156,36.0,591.0,8.0,79.0
41061,44.0,318.0,14.0,44.0
57493,15.0,390.0,9.0,65.0
45315,100.0,447.0,5.0,39.0
41151,55.0,477.0,5.0,78.0
42747,64.0,648.0,10.0,30.0
53389,58.0,526.0,9.0,54.0
50004,44.0,650.0,10.0,70.0
54211,52.0,556.0,9.0,59.0
50106,98.0,388.0,11.0,44.0
49104,33.0,713.0,8.0,80.0
42971,54.0,433.0,9.0,73.0
49436,32.0,675.0,11.0,37.0
41923,70.0,526.0,7.0,55.0
41956,93.0,338.0,9.0,76.0
54298,81.0,503.0,6.0,49.0
49623,93.0,520.0,13.0,69.0
54846,57.0,541.0,11.0,70.0
52947,69.0,449.0,11.0,96.0
46172,50.0,524.0,15.0,83.0
59712,49.0,398.0,7.0,24.0
