70025,4G,571,29,DELIVERIER,2017-11-17 18:48:13
40004,2G,574,33,ENGINEER,2016-07-19 21:18:52
46913,3G,580,24,ACCOUNTANT,2017-10-30 19:34:57
34062,3G,574,42,NURSE,2017-06-12 12:01:05
45866,2G,571,47,IT_EMPLOEE,2017-06-11 05:38:52
68911,3G,575,29,POLICEMAN,2016-03-12 20:07:30
59241,4G,573,42,FAMER,2017-06-15 05:40:53
51442,2G,573,37,TEACHER,2015-01-20 09:44:32
41631,3G,574,51,ACCOUNTANT,2015-06-29 08:42:04
46945,3G,579,42,SECURITY GUARD,2017-05-20 10:21:18
50616,3G,580,36,ENGINEER,2016-12-06 04:28:59
47817,4G,574,47,IT_EMPLOEE,2015-12-15 00:36:40
77142,2G,576,21,TEXI DRIVER,2015-10-14 02:38:24
44050,2G,576,47,BARBER,2017-11-27 21:07:16
33921,3G,577,62,SALER,2015-11-19 17:28:44
46620,3G,577,54,POLICEMAN,2015-03-30 03:36:51
54850,2G,578,39,SECURITY GUARD,2016-08-04 16:19:09
71637,2G,575,20,CLERK,2017-04-18 13:21:58
37619,3G,580,27,SOLDER,2017-01-24 08:15:21
48753,4G,577,59,DELIVERIER,2016-08-30 22:44:09
32978,4G,579,18,STUDENT,2017-07-09 12:30:12
49265,2G,580,36,SALER,2017-09-21 16:49:45
31191,3G,575,54,STUDENT,2016-05-31 14:37:47
55102,3G,574,33,STUDENT,2017-09-15 01:47:28
49254,3G,576,42,STUDENT,2016-10-17 19:06:48
34696,2G,578,58,FAMER,2016-04-15 08:07:45
67793,2G,577,28,DOCTOR,2015-01-02 08:47:51
76034,3G,576,20,POLICEMAN,2017-05-08 11:07:52
77546,2G,571,38,NURSE,2015-02-09 10:52:07
46685,3G,572,62,ENGINEER,2017-06-04 14:18:42
52523,3G,572,43,TEACHER,2017-12-02 18:06:26
79610,2G,572,34,CHEF,2015-04-30 09:47:31
47280,4G,577,46,TEXI DRIVER,2016-12-05 11:12:11
60492,4G,571,48,CLERK,2016-12-25 15:12:47
66502,4G,572,30,TEACHER,2017-11-11 01:35:17
44299,4G,580,45,SECURITY GUARD,2016-09-03 07:15:58
45150,4G,576,35,CLERK,2016-09-26 03:11:40
38990,4G,577,57,TEXI DRIVER,2015-05-16 22:04:48
73346,3G,571,39,SALER,2017-07-30 23:46:59
60464,3G,575,28,FAMER,2015-02-09 12:18:48
56987,4G,577,55,SECURITY GUARD,2015-10-06 14:54:50
78089,3G,570,33,TEXI DRIVER,2015-09-13 19:18:35
77270,3G,574,63,FAMER,2016-03-27 17:04:04
40559,4G,576,51,IT_EMPLOEE,2017-11-25 12:09:20
48608,4G,571,23,CHEF,2016-10-28 05:37:51
47664,2G,574,32,ENGINEER,2015-06-22 18:33:21
32044,3G,570,33,ACCOUNTANT,2016-10-22 09:14:19
64753,3G,575,34,FAMER,2016-11-24 07:52:43
31401,4G,570,39,ACCOUNTANT,2017-09-24 10:41:18
33765,4G,577,33,FAMER,2017-02-10 23:46:13
32955,4G,575,26,FAMER,2017-04-22 14:40:06
64271,3G,576,16,CHEF,2017-07-24 09:01:38
76647,3G,572,44,FAMER,2015-12-30 19:58:26
32471,2G,574,54,DELIVERIER,2015-05-16 16:32:35
77820,2G,575,41,CLERK,2017-10-24 07:38:56
34234,3G,577,24,ACCOUNTANT,2017-11-30 18:21:24
65741,3G,576,38,NURSE,2017-06-06 15:34:09
31394,4G,572,50,DELIVERIER,2017-05-09 10:19:56
61890,4G,575,38,STUDENT,2017-11-05 23:55:35
30342,2G,570,20,FAMER,2015-04-30 13:02:02
35049,4G,573,49,BARBER,2017-06-30 09:16:31
75724,3G,577,53,ACCOUNTANT,2017-10-21 03:06:32
74255,4G,579,35,CHEF,2017-11-22 02:54:44
56557,3G,576,52,ACCOUNTANT,2015-06-15 22:29:18
65538,2G,570,42,SECURITY GUARD,2015-09-19 19:20:38
32646,2G,574,49,CLERK,2016-10-19 11:04:35
73752,3G,573,32,CHEF,2017-07-07 06:41:25
35463,4G,573,48,WORKER,2016-08-07 08:28:19
52013,3G,577,51,CHEF,2016-10-10 00:31:40
57032,2G,576,52,SOLDER,2016-08-06 22:59:54
67194,4G,570,26,ACCOUNTANT,2017-10-21 23:56:41
77418,3G,578,42,TEXI DRIVER,2015-04-23 07:45:22
39870,2G,575,33,STUDENT,2016-09-24 02:11:31
70466,3G,571,49,SOLDER,2017-06-18 09:15:04
74261,3G,570,53,NURSE,2015-05-30 04:10:38
72410,4G,573,16,TEXI DRIVER,2017-11-14 19:13:05
30434,2G,578,16,TEACHER,2016-07-09 05:04:32
56148,2G,580,57,WORKER,2015-12-11 16:41:28
78065,2G,577,45,WORKER,2017-07-21 23:31:21
50681,3G,570,57,DOCTOR,2016-10-12 12:10:39
31479,3G,578,40,IT_EMPLOEE,2015-03-24 18:39:35
79604,4G,573,54,SECURITY GUARD,2016-01-17 06:47:07
35585,4G,575,51,DOCTOR,2017-11-30 12:41:55
33212,2G,572,35,SECURITY GUARD,2016-05-27 09:10:51
52591,2G,574,46,FAMER,2017-06-01 03:44:35
56010,3G,578,52,CLERK,2017-05-22 02:40:02
62082,3G,578,62,ENGINEER,2015-08-28 22:54:34
33696,2G,575,42,IT_EMPLOEE,2016-10-26 02:33:37
31081,3G,574,36,FAMER,2016-03-16 17:49:42
52928,4G,579,27,IT_EMPLOEE,2016-01-05 16:27:22
66248,3G,580,49,STUDENT,2017-06-23 22:54:44
77719,4G,575,24,POLICEMAN,2017-02-18 04:53:06
79989,4G,577,23,CLERK,2017-08-23 23:41:18
64925,4G,574,33,IT_EMPLOEE,2015-05-01 14:52:39
73185,4G,576,57,CHEF,2015-07-11 07:44:09
70914,3G,575,40,WORKER,2015-08-24 22:05:53
33099,2G,570,31,CHEF,2017-08-27 13:38:42
52541,2G,577,18,POLICEMAN,2017-11-27 04:07:25
33478,4G,572,44,DOCTOR,2015-05-05 09:49:30
34511,2G,570,42,DELIVERIER,2017-04-26 23:08:23
52292,4G,573,22,ENGINEER,2015-03-04 17:22:43
60515,3G,578,40,CLERK,2017-11-12 22:17:33
56137,4G,570,50,DOCTOR,2017-06-18 00:05:20
39438,2G,580,47,DELIVERIER,2015-05-22 13:27:40
60941,3G,571,31,BARBER,2016-10-14 02:50:20
55561,4G,573,38,CLERK,2016-12-26 08:17:43
64247,4G,573,47,DELIVERIER,2017-01-24 02:04:09
52195,2G,579,50,ENGINEER,2016-06-18 10:50:28
70311,4G,578,23,SOLDER,2016-08-25 07:35:51
43595,2G,572,33,POLICEMAN,2017-05-28 09:24:55
75304,2G,576,30,STUDENT,2015-03-17 08:07:26
49137,2G,578,42,STUDENT,2017-05-09 00:05:34
65551,3G,580,53,FAMER,2015-01-31 15:00:09
78580,2G,578,52,TEACHER,2015-08-03 23:04:47
57321,3G,575,29,SALER,2016-12-03 11:29:12
46139,4G,571,22,ENGINEER,2016-08-07 01:46:02
56433,4G,571,45,DELIVERIER,2016-01-03 14:51:00
40926,2G,571,49,SALER,2016-06-26 06:07:48
43996,3G,578,58,ACCOUNTANT,2017-12-08 08:24:17
49057,3G,580,56,ACCOUNTANT,2017-06-03 06:57:39
75761,3G,573,22,STUDENT,2017-02-05 03:05:34
47868,2G,572,49,SALER,2016-04-06 06:52:46
58806,4G,577,24,NURSE,2015-12-05 12:46:30
31717,4G,576,17,SALER,2016-05-06 19:44:24
71035,3G,570,60,POLICEMAN,2016-04-01 08:36:19
31518,3G,573,17,NURSE,2016-09-16 08:34:19
56036,4G,580,22,TEXI DRIVER,2015-04-09 16:58:59
44504,2G,577,28,DELIVERIER,2017-04-11 01:36:24
60971,4G,580,47,STUDENT,2015-05-21 10:41:36
63061,4G,575,55,DELIVERIER,2016-09-15 18:37:17
37940,4G,572,21,STUDENT,2017-10-22 15:39:09
41923,3G,580,28,IT_EMPLOEE,2017-01-24 10:40:33
56936,4G,572,40,CLERK,2015-07-09 12:21:42
35667,2G,578,29,NURSE,2016-10-05 14:13:27
58636,3G,580,59,DOCTOR,2015-07-13 05:17:22
33470,3G,573,35,POLICEMAN,2016-11-14 15:21:43
48864,2G,570,59,DOCTOR,2015-05-16 14:36:34
39906,2G,580,16,STUDENT,2017-05-03 16:07:31
70305,4G,575,21,SECURITY GUARD,2017-04-17 18:02:17
42526,4G,575,19,DELIVERIER,2015-11-12 09:16:05
70099,2G,575,27,DELIVERIER,2016-08-11 10:16:02
50981,3G,574,41,SECURITY GUARD,2015-11-19 11:06:32
32133,2G,572,30,POLICEMAN,2016-09-04 20:13:54
66323,2G,572,45,ENGINEER,2016-07-26 20:54:03
75010,4G,575,51,WORKER,2017-06-10 14:02:09
54133,2G,574,38,NURSE,2017-10-21 08:01:13
78968,4G,578,42,SOLDER,2017-06-25 13:41:06
56578,4G,579,55,TEACHER,2016-06-05 17:57:23
34567,4G,571,63,CHEF,2017-12-07 17:07:38
67137,3G,572,16,BARBER,2015-05-10 10:38:35
42525,4G,570,58,CHEF,2015-06-14 09:07:51
40795,2G,577,32,ENGINEER,2016-03-25 06:11:49
40914,4G,576,30,DOCTOR,2016-11-05 18:41:36
48224,4G,576,33,POLICEMAN,2016-12-13 09:28:18
56299,3G,574,31,POLICEMAN,2016-12-30 12:08:00
39161,4G,577,60,TEXI DRIVER,2017-11-03 03:22:00
68055,4G,579,54,TEACHER,2017-06-25 08:16:09
38889,4G,578,35,POLICEMAN,2016-01-07 22:39:23
51205,4G,574,31,CHEF,2015-03-09 16:18:11
54495,3G,572,53,BARBER,2016-10-26 12:55:57
54386,4G,571,16,DOCTOR,2017-02-14 02:10:25
31798,3G,576,52,WORKER,2016-02-08 22:34:54
71907,2G,580,33,IT_EMPLOEE,2016-04-01 22:11:50
61595,4G,580,58,SALER,2017-07-14 02:11:42
52088,2G,580,47,WORKER,2015-08-06 05:47:36
61961,4G,571,63,DELIVERIER,2017-12-12 10:13:42
45590,4G,571,46,SOLDER,2016-07-10 02:50:54
57820,2G,580,60,NURSE,2015-08-15 15:58:13
39734,2G,577,58,SALER,2017-10-30 02:06:12
60779,4G,573,41,SOLDER,2016-07-09 02:10:40
68638,2G,571,23,TEXI DRIVER,2017-10-15 22:33:51
70226,4G,573,24,DELIVERIER,2015-07-03 13:24:10
70415,2G,574,22,NURSE,2015-11-01 16:07:40
52127,2G,579,53,ACCOUNTANT,2015-12-22 01:28:30
51597,4G,577,50,NURSE,2015-09-24 12:32:43
61639,4G,579,21,ACCOUNTANT,2017-09-04 06:01:26
43534,4G,576,48,TEACHER,2016-09-21 09:36:07
54528,4G,580,29,STUDENT,2015-06-04 15:29:18
42080,4G,571,34,DOCTOR,2015-12-08 08:00:46
65520,3G,575,23,DOCTOR,2017-04-12 16:15:47
55779,2G,571,48,SALER,2016-06-03 23:30:40
31937,3G,574,58,WORKER,2015-11-14 12:35:22
74673,4G,579,19,DOCTOR,2016-12-24 19:12:42
36986,2G,575,21,ACCOUNTANT,2016-03-07 07:22:00
75026,4G,573,27,DELIVERIER,2015-10-17 18:27:41
40509,2G,572,37,CHEF,2015-07-05 09:52:24
69485,4G,578,18,SECURITY GUARD,2015-07-22 01:02:55
70007,2G,572,56,BARBER,2016-12-27 04:23:02
54764,4G,577,60,DOCTOR,2015-06-07 03:12:05
75884,4G,580,31,ENGINEER,2017-09-21 02:01:54
50171,3G,578,43,ENGINEER,2015-01-29 09:36:14
54222,4G,571,21,ENGINEER,2017-05-22 13:39:15
53683,3G,577,17,CLERK,2015-06-03 23:34:15
75851,2G,573,29,TEXI DRIVER,2015-07-21 17:07:33
64523,3G,575,31,SALER,2015-11-05 08:42:41
58064,2G,580,61,SOLDER,2016-10-18 19:13:19
60391,2G,579,64,CLERK,2015-06-19 01:45:51
34920,3G,575,48,POLICEMAN,2015-02-03 00:52:25
56346,3G,577,48,IT_EMPLOEE,2016-07-01 03:20:48
37986,4G,579,44,SECURITY GUARD,2017-06-17 00:04:14
70276,2G,580,64,SECURITY GUARD,2015-10-08 22:22:33
46111,3G,571,21,TEACHER,2017-12-28 14:23:03
62993,4G,579,45,NURSE,2015-03-03 09:06:20
60504,2G,574,41,BARBER,2016-01-20 14:45:02
44623,4G,574,57,FAMER,2017-03-19 16:37:07
76971,4G,574,44,WORKER,2016-12-09 03:14:32
73848,3G,571,41,ENGINEER,2017-07-04 00:08:23
75050,2G,580,27,ENGINEER,2015-11-23 14:44:50
66666,3G,571,37,ACCOUNTANT,2015-06-04 00:06:59
76734,4G,580,27,WORKER,2016-06-16 11:26:39
39060,3G,576,23,SECURITY GUARD,2015-09-16 01:40:22
63230,3G,571,42,DOCTOR,2016-05-13 20:46:22
69868,4G,570,40,CLERK,2016-09-03 14:12:38
71255,2G,572,64,IT_EMPLOEE,2016-11-25 06:14:24
49426,4G,580,46,TEXI DRIVER,2015-09-30 22:12:45
35406,3G,572,59,NURSE,2015-12-23 17:04:22
39487,3G,580,27,TEACHER,2016-03-22 01:36:47
34993,3G,578,34,SECURITY GUARD,2016-04-03 02:02:32
53472,2G,580,61,FAMER,2017-03-11 01:20:09
77104,2G,578,33,CLERK,2015-11-18 05:54:59
56613,2G,571,53,DOCTOR,2016-06-06 04:25:35
71629,4G,576,60,NURSE,2016-02-09 04:27:23
57716,4G,574,37,NURSE,2017-11-08 07:03:27
70540,4G,579,19,TEACHER,2016-01-07 01:26:36
33926,4G,575,63,CLERK,2016-01-25 16:12:56
32748,2G,579,34,STUDENT,2015-03-23 21:38:05
57822,3G,577,52,ACCOUNTANT,2017-12-30 19:56:46
54526,2G,573,19,IT_EMPLOEE,2015-12-06 14:36:33
52494,2G,574,46,DOCTOR,2015-06-09 21:43:56
60828,2G,571,18,WORKER,2016-02-13 12:30:25
60720,4G,574,16,STUDENT,2015-10-06 05:39:06
52466,3G,575,16,FAMER,2016-06-10 19:14:37
39977,4G,573,29,TEACHER,2016-12-11 22:21:50
54961,2G,574,33,POLICEMAN,2016-12-16 02:10:42
68183,2G,579,43,WORKER,2015-11-01 11:59:37
57530,3G,580,43,SALER,2015-05-03 21:58:53
46794,3G,573,47,DELIVERIER,2015-08-30 02:40:51
43045,2G,570,59,SECURITY GUARD,2017-01-14 13:41:10
54178,2G,580,42,ACCOUNTANT,2017-01-11 05:05:21
39129,4G,576,56,WORKER,2015-01-13 14:01:04
60817,2G,579,57,FAMER,2015-07-26 11:27:24
65972,4G,574,35,STUDENT,2017-05-10 03:10:15
54198,4G,573,59,ACCOUNTANT,2016-12-29 04:51:41
64655,2G,570,27,FAMER,2015-01-06 06:44:03
63902,4G,577,51,IT_EMPLOEE,2017-11-29 00:31:34
71415,2G,574,36,FAMER,2017-01-31 17:55:25
64748,3G,580,28,TEACHER,2015-09-01 03:08:02
50185,3G,580,36,FAMER,2017-02-20 10:30:27
36962,3G,579,53,TEACHER,2017-04-02 21:18:04
51535,4G,573,35,DELIVERIER,2017-10-29 16:32:11
67992,4G,578,48,NURSE,2016-12-02 22:50:22
54161,2G,571,36,ENGINEER,2015-07-28 01:44:57
76446,3G,578,34,TEXI DRIVER,2016-07-10 22:16:55
55895,2G,571,46,BARBER,2015-12-12 16:46:38
57925,3G,574,37,DOCTOR,2017-12-08 15:48:44
39862,4G,580,19,CHEF,2017-09-20 11:42:31
71927,3G,577,60,ACCOUNTANT,2015-01-03 08:49:37
48874,2G,574,59,BARBER,2017-04-06 20:16:01
50891,4G,570,48,TEXI DRIVER,2015-07-12 01:14:02
48467,4G,573,16,CHEF,2017-02-20 06:31:09
45154,4G,572,35,SALER,2015-06-11 15:55:24
35446,4G,574,36,SOLDER,2015-07-03 23:24:53
63784,3G,571,45,DELIVERIER,2016-05-21 17:25:36
61433,2G,580,43,STUDENT,2016-04-03 01:58:01
59644,2G,573,24,TEACHER,2015-08-21 14:50:43
38691,2G,575,57,SECURITY GUARD,2017-03-09 02:17:32
72503,3G,579,55,DOCTOR,2015-01-24 07:18:57
47767,2G,573,50,CHEF,2017-11-20 14:47:10
35982,4G,579,43,IT_EMPLOEE,2015-03-26 08:12:41
49948,4G,578,38,STUDENT,2017-02-11 02:13:25
59575,2G,574,20,BARBER,2016-10-07 07:32:44
78996,3G,580,60,ENGINEER,2016-07-08 17:18:04
58198,3G,572,62,BARBER,2015-07-19 12:24:31
55833,4G,580,35,NURSE,2017-12-02 13:38:07
59741,4G,575,48,NURSE,2017-08-07 20:33:55
44728,4G,574,40,ACCOUNTANT,2016-09-17 05:20:58
47949,2G,570,64,SALER,2016-01-01 02:37:34
51206,4G,579,52,SALER,2016-07-22 08:28:54
72018,2G,574,58,DOCTOR,2017-04-07 13:34:54
51232,2G,574,42,NURSE,2015-05-13 20:26:06
60546,3G,577,52,CLERK,2017-12-25 20:21:22
62427,3G,571,27,FAMER,2017-12-16 02:51:23
44643,4G,578,35,SALER,2017-06-04 09:28:26
53474,4G,576,59,NURSE,2017-09-10 19:24:38
32147,3G,571,64,WORKER,2015-08-14 18:42:04
65866,4G,571,33,POLICEMAN,2017-04-07 19:15:24
62949,2G,578,29,DOCTOR,2015-04-02 11:17:07
41980,4G,572,30,NURSE,2015-10-13 13:27:46
46398,2G,580,28,DOCTOR,2015-08-29 22:22:10
76952,4G,580,58,POLICEMAN,2016-09-14 04:16:15
44198,3G,575,61,DELIVERIER,2015-03-21 12:50:40
79435,4G,570,57,STUDENT,2015-11-16 07:19:17
47907,4G,577,21,SECURITY GUARD,2016-07-14 12:02:42
60265,2G,573,25,FAMER,2015-12-20 08:30:15
79748,3G,573,64,SOLDER,2015-06-19 04:35:39
61853,4G,574,26,IT_EMPLOEE,2015-03-11 21:12:46
63914,4G,579,60,SALER,2015-11-28 16:28:31
40010,3G,573,38,WORKER,2017-05-15 17:10:54
62035,4G,579,44,ACCOUNTANT,2016-10-16 13:53:24
44336,4G,575,56,DOCTOR,2017-07-29 15:10:14
34162,3G,580,24,FAMER,2015-06-29 22:12:38
45972,4G,573,63,NURSE,2016-07-25 20:19:53
43756,3G,576,43,DOCTOR,2017-05-07 12:19:54
36913,4G,577,46,STUDENT,2015-03-21 11:25:16
79109,3G,580,55,SALER,2016-01-12 17:29:19
64472,2G,577,22,SALER,2017-07-20 22:18:19
52860,3G,579,63,DOCTOR,2017-06-28 10:13:52
30417,2G,578,28,STUDENT,2016-10-19 00:20:27
39336,2G,577,59,ACCOUNTANT,2016-05-26 15:02:29
57416,4G,579,61,TEXI DRIVER,2016-03-15 05:43:09
48714,2G,574,35,ACCOUNTANT,2015-01-12 03:13:26
77163,2G,576,51,IT_EMPLOEE,2017-11-30 07:09:08
49038,2G,577,40,POLICEMAN,2015-09-07 12:22:09
53380,3G,575,51,IT_EMPLOEE,2017-07-09 02:27:44
61117,3G,571,44,WORKER,2016-12-15 20:50:35
79973,4G,578,41,STUDENT,2016-02-17 04:52:47
77022,4G,580,58,BARBER,2015-09-21 14:07:51
54064,4G,570,21,STUDENT,2017-01-20 11:22:48
55215,2G,576,48,DELIVERIER,2017-04-14 19:13:03
71179,2G,571,23,CLERK,2015-04-28 20:35:17
54617,4G,573,21,ENGINEER,2015-05-19 23:03:55
55222,3G,580,22,NURSE,2015-03-07 12:00:35
78267,4G,574,46,FAMER,2015-09-20 05:52:59
51059,3G,580,30,TEXI DRIVER,2017-07-23 04:51:04
30265,3G,577,46,WORKER,2016-08-28 14:55:58
67864,2G,579,37,BARBER,2016-02-19 11:05:26
39326,4G,575,38,BARBER,2017-11-07 20:36:18
66022,3G,573,22,DELIVERIER,2016-09-18 02:38:20
42676,2G,573,31,SALER,2016-11-23 03:29:41
71668,4G,579,31,SOLDER,2017-06-15 15:01:10
44896,4G,580,24,ACCOUNTANT,2015-09-27 22:48:26
45569,4G,575,45,DOCTOR,2015-03-17 01:36:50
42021,4G,570,34,CHEF,2016-01-24 23:31:36
33113,3G,574,48,IT_EMPLOEE,2015-01-10 18:38:49
31410,3G,570,61,STUDENT,2016-11-02 16:17:54
52771,2G,572,52,NURSE,2016-09-09 09:43:47
60015,4G,578,17,SOLDER,2017-02-11 19:49:12
51429,2G,571,47,CLERK,2015-01-09 00:31:20
76715,2G,580,39,CHEF,2016-10-09 11:40:58
58792,2G,570,57,TEXI DRIVER,2017-12-28 05:37:30
59854,3G,575,58,CLERK,2016-08-02 16:15:04
58553,2G,575,20,POLICEMAN,2016-01-01 12:59:00
55640,2G,571,64,WORKER,2015-10-31 10:59:05
50792,4G,580,39,SECURITY GUARD,2015-01-22 22:53:30
58770,3G,577,60,POLICEMAN,2016-09-04 07:24:17
53932,2G,576,16,TEXI DRIVER,2017-10-29 15:28:26
43572,2G,575,55,SECURITY GUARD,2017-05-08 09:10:06
73056,4G,578,29,SALER,2015-04-09 07:22:10
73410,2G,571,33,ACCOUNTANT,2015-08-30 13:48:39
34750,4G,571,33,CHEF,2015-06-20 14:02:21
46517,2G,574,38,CLERK,2017-06-25 04:41:52
60698,3G,574,33,SECURITY GUARD,2015-10-16 03:31:49
53980,4G,575,20,DOCTOR,2016-04-24 17:02:25
76863,2G,571,57,TEXI DRIVER,2017-12-09 09:54:56
70751,3G,570,41,SALER,2017-05-21 10:05:49
56198,4G,578,33,SALER,2015-05-20 03:18:50
36737,4G,579,41,IT_EMPLOEE,2016-02-28 03:26:17
44147,4G,572,16,STUDENT,2017-01-22 09:35:47
49522,4G,575,18,IT_EMPLOEE,2016-09-21 05:55:42
53487,2G,576,18,FAMER,2017-07-22 15:12:23
55442,3G,578,17,CHEF,2015-10-05 18:39:16
64164,4G,577,63,DOCTOR,2017-05-30 05:30:30
43355,4G,578,46,IT_EMPLOEE,2015-08-30 01:02:36
36557,2G,572,27,STUDENT,2016-08-09 02:31:24
34523,4G,571,60,SALER,2015-02-21 19:40:14
52596,2G,576,19,BARBER,2017-03-27 14:37:45
51243,2G,579,37,WORKER,2017-05-15 07:13:33
44991,2G,570,33,TEACHER,2017-01-24 21:29:34
69254,2G,578,58,TEXI DRIVER,2015-03-28 06:22:26
60631,4G,578,39,POLICEMAN,2015-09-08 01:05:56
65628,4G,571,54,WORKER,2015-02-01 02:24:33
30632,2G,577,21,POLICEMAN,2015-11-21 11:06:23
65982,2G,574,45,IT_EMPLOEE,2017-08-02 19:18:55
38782,4G,575,51,CHEF,2017-10-26 00:22:30
70713,3G,580,56,TEACHER,2016-01-10 19:27:00
55847,3G,578,25,BARBER,2016-07-05 19:32:00
57054,3G,580,51,ACCOUNTANT,2016-09-17 10:14:19
33382,2G,574,55,BARBER,2017-02-22 10:34:57
34863,4G,570,16,FAMER,2016-12-19 12:21:20
77908,4G,575,44,DELIVERIER,2015-04-21 16:33:34
69931,4G,580,32,STUDENT,2016-05-27 17:09:55
66087,4G,576,50,CLERK,2017-03-03 06:34:34
79766,3G,575,43,NURSE,2017-03-05 21:49:26
46710,4G,577,35,SOLDER,2017-10-16 08:27:23
52374,4G,579,29,CLERK,2017-11-08 16:58:29
42095,2G,580,60,CLERK,2017-07-12 16:25:20
49830,4G,578,60,DOCTOR,2016-07-10 14:53:19
73888,2G,577,35,TEACHER,2015-09-25 13:19:30
56524,2G,574,18,CHEF,2016-05-30 16:37:36
52577,2G,579,47,CLERK,2017-05-02 16:55:14
34868,3G,571,51,CHEF,2015-08-25 07:38:52
39092,3G,575,21,NURSE,2016-05-02 06:54:29
35621,3G,573,55,CHEF,2016-09-14 10:46:08
33702,3G,572,57,STUDENT,2017-07-10 06:44:37
68349,3G,572,62,CLERK,2017-01-31 12:19:13
31107,3G,577,55,SOLDER,2017-06-24 17:30:31
46116,4G,579,47,ACCOUNTANT,2015-06-28 20:10:58
68128,2G,578,27,TEACHER,2015-01-20 23:50:49
45577,4G,575,37,BARBER,2015-07-15 09:20:01
63466,4G,572,22,FAMER,2015-09-05 21:57:41
42731,2G,570,23,WORKER,2017-10-27 12:21:54
53878,3G,570,49,FAMER,2017-05-14 02:16:44
72027,4G,571,62,DELIVERIER,2017-07-29 03:05:17
