USER_ID,LOCATION,AGE,CAREER,DATE,LAST_RECHARGE_VALUE,TOTAL_RECHARGE_VALUE,TOTAL_RECHARGE_COUNT,BALANCED,SERVICE_KIND,CALL_DURATION,CALLED_DURATION,IN_PACKAGE_FLUX,OUT_PACKAGE_FLUX,MONTHLY_ONLINE_DURATION,NET_DURATION
43840,570,49,CHEF,2017-08-09 23:05:18,63.0,360.0,3.0,7.0,3G,76.0,115.0,390.0,3.0,116.0,221.0
48446,576,36,DOCTOR,2016-05-19 06:18:37,42.0,434.0,9.0,62.0,2G,87.0,101.0,379.0,37.0,72.0,179.0
40004,574,33,ENGINEER,2016-07-19 21:18:52,14.0,448.0,11.0,101.0,4G,141.0,88.0,392.0,38.0,118.0,213.0
46913,580,24,ACCOUNTANT,2017-10-30 19:34:57,27.0,632.0,6.0,43.0,2G,86.0,91.0,391.0,1.0,71.0,218.0
45866,571,47,IT_EMPLOEE,2017-06-11 05:38:52,43.0,519.0,12.0,53.0,4G,38.0,82.0,390.0,0.0,97.0,162.0
50616,580,36,ENGINEER,2016-12-06 04:28:59,60.0,579.0,12.0,70.0,4G,75.0,84.0,376.0,0.0,89.0,193.0
47817,574,47,IT_EMPLOEE,2015-12-15 00:36:40,59.0,558.0,9.0,87.0,3G,97.0,80.0,388.0,13.0,124.0,176.0
44050,576,47,BARBER,2017-11-27 21:07:16,65.0,325.0,10.0,25.0,4G,115.0,94.0,397.0,72.0,89.0,254.0
54850,578,39,SECURITY GUARD,2016-08-04 16:19:09,73.0,463.0,8.0,54.0,2G,108.0,76.0,370.0,3.0,41.0,159.0
48753,577,59,DELIVERIER,2016-08-30 22:44:09,20.0,777.0,9.0,68.0,4G,85.0,118.0,403.0,0.0,136.0,181.0
49265,580,36,SALER,2017-09-21 16:49:45,31.0,558.0,17.0,75.0,4G,103.0,104.0,391.0,0.0,127.0,223.0
49254,576,42,STUDENT,2016-10-17 19:06:48,77.0,558.0,5.0,45.0,3G,126.0,110.0,398.0,147.0,103.0,218.0
52523,572,43,TEACHER,2017-12-02 18:06:26,77.0,491.0,7.0,84.0,4G,117.0,124.0,413.0,110.0,127.0,229.0
44299,580,45,SECURITY GUARD,2016-09-03 07:15:58,70.0,433.0,13.0,88.0,3G,80.0,101.0,386.0,14.0,78.0,159.0
45150,576,35,CLERK,2016-09-26 03:11:40,44.0,381.0,12.0,43.0,3G,94.0,105.0,371.0,30.0,57.0,176.0
56987,577,55,SECURITY GUARD,2015-10-06 14:54:50,8.0,607.0,5.0,58.0,4G,134.0,132.0,411.0,0.0,148.0,158.0
48608,571,23,CHEF,2016-10-28 05:37:51,57.0,577.0,11.0,64.0,4G,99.0,63.0,412.0,118.0,99.0,217.0
56557,576,52,ACCOUNTANT,2015-06-15 22:29:18,41.0,304.0,11.0,59.0,2G,83.0,108.0,386.0,9.0,100.0,177.0
57032,576,52,SOLDER,2016-08-06 22:59:54,48.0,511.0,11.0,60.0,2G,110.0,80.0,377.0,3.0,86.0,236.0
56148,580,57,WORKER,2015-12-11 16:41:28,87.0,491.0,11.0,67.0,4G,76.0,99.0,364.0,2.0,69.0,168.0
56010,578,52,CLERK,2017-05-22 02:40:02,80.0,477.0,14.0,56.0,4G,69.0,82.0,385.0,26.0,75.0,134.0
52928,579,27,IT_EMPLOEE,2016-01-05 16:27:22,16.0,563.0,11.0,58.0,4G,143.0,68.0,406.0,51.0,110.0,206.0
52292,573,22,ENGINEER,2015-03-04 17:22:43,21.0,517.0,13.0,73.0,3G,79.0,96.0,388.0,79.0,81.0,145.0
43595,572,33,POLICEMAN,2017-05-28 09:24:55,64.0,570.0,8.0,51.0,4G,80.0,94.0,394.0,27.0,98.0,205.0
49137,578,42,STUDENT,2017-05-09 00:05:34,13.0,237.0,8.0,39.0,3G,116.0,54.0,390.0,23.0,118.0,174.0
46139,571,22,ENGINEER,2016-08-07 01:46:02,0.0,471.0,7.0,45.0,4G,132.0,112.0,396.0,43.0,100.0,103.0
56433,571,45,DELIVERIER,2016-01-03 14:51:00,31.0,688.0,10.0,9.0,3G,64.0,133.0,423.0,46.0,132.0,247.0
43996,578,58,ACCOUNTANT,2017-12-08 08:24:17,51.0,678.0,11.0,55.0,4G,81.0,94.0,387.0,0.0,103.0,130.0
56036,580,22,TEXI DRIVER,2015-04-09 16:58:59,68.0,469.0,8.0,50.0,3G,80.0,73.0,401.0,8.0,71.0,156.0
41923,580,28,IT_EMPLOEE,2017-01-24 10:40:33,70.0,526.0,7.0,55.0,3G,93.0,117.0,381.0,71.0,76.0,123.0
56936,572,40,CLERK,2015-07-09 12:21:42,72.0,556.0,8.0,8.0,3G,116.0,79.0,406.0,0.0,93.0,265.0
48864,570,59,DOCTOR,2015-05-16 14:36:34,54.0,502.0,9.0,86.0,2G,94.0,103.0,376.0,29.0,71.0,216.0
42526,575,19,DELIVERIER,2015-11-12 09:16:05,15.0,307.0,12.0,58.0,4G,115.0,114.0,399.0,0.0,93.0,139.0
42525,570,58,CHEF,2015-06-14 09:07:51,58.0,541.0,11.0,85.0,3G,85.0,100.0,375.0,13.0,81.0,158.0
40795,577,32,ENGINEER,2016-03-25 06:11:49,89.0,377.0,16.0,76.0,3G,94.0,82.0,395.0,0.0,91.0,143.0
48224,576,33,POLICEMAN,2016-12-13 09:28:18,51.0,430.0,11.0,36.0,3G,122.0,90.0,378.0,30.0,66.0,195.0
56299,574,31,POLICEMAN,2016-12-30 12:08:00,66.0,384.0,11.0,98.0,3G,89.0,121.0,399.0,119.0,105.0,173.0
54495,572,53,BARBER,2016-10-26 12:55:57,70.0,544.0,12.0,53.0,2G,84.0,84.0,374.0,28.0,84.0,219.0
45590,571,46,SOLDER,2016-07-10 02:50:54,15.0,544.0,5.0,62.0,4G,108.0,74.0,417.0,37.0,165.0,221.0
57820,580,60,NURSE,2015-08-15 15:58:13,55.0,413.0,9.0,60.0,4G,81.0,94.0,377.0,18.0,71.0,219.0
52127,579,53,ACCOUNTANT,2015-12-22 01:28:30,58.0,388.0,13.0,20.0,3G,132.0,112.0,391.0,0.0,85.0,172.0
51597,577,50,NURSE,2015-09-24 12:32:43,55.0,664.0,8.0,68.0,3G,64.0,87.0,381.0,3.0,99.0,200.0
43534,576,48,TEACHER,2016-09-21 09:36:07,62.0,357.0,8.0,81.0,3G,102.0,83.0,387.0,21.0,85.0,213.0
54528,580,29,STUDENT,2015-06-04 15:29:18,63.0,360.0,7.0,70.0,4G,93.0,98.0,390.0,0.0,90.0,167.0
55779,571,48,SALER,2016-06-03 23:30:40,18.0,385.0,13.0,62.0,4G,74.0,121.0,394.0,60.0,104.0,217.0
40509,572,37,CHEF,2015-07-05 09:52:24,73.0,500.0,5.0,49.0,3G,53.0,108.0,403.0,90.0,66.0,169.0
50171,578,43,ENGINEER,2015-01-29 09:36:14,29.0,641.0,8.0,70.0,2G,104.0,93.0,379.0,12.0,74.0,225.0
54222,571,21,ENGINEER,2017-05-22 13:39:15,33.0,514.0,7.0,44.0,3G,95.0,62.0,383.0,4.0,97.0,201.0
44623,574,57,FAMER,2017-03-19 16:37:07,39.0,353.0,7.0,58.0,2G,99.0,93.0,388.0,62.0,85.0,190.0
54526,573,19,IT_EMPLOEE,2015-12-06 14:36:33,51.0,453.0,6.0,56.0,4G,73.0,94.0,361.0,13.0,87.0,166.0
52466,575,16,FAMER,2016-06-10 19:14:37,86.0,622.0,11.0,43.0,4G,86.0,91.0,376.0,18.0,77.0,180.0
46794,573,47,DELIVERIER,2015-08-30 02:40:51,33.0,461.0,7.0,53.0,4G,87.0,99.0,390.0,23.0,68.0,208.0
43045,570,59,SECURITY GUARD,2017-01-14 13:41:10,42.0,433.0,8.0,69.0,4G,127.0,114.0,407.0,75.0,150.0,262.0
54178,580,42,ACCOUNTANT,2017-01-11 05:05:21,89.0,585.0,9.0,62.0,4G,107.0,106.0,407.0,87.0,92.0,279.0
54198,573,59,ACCOUNTANT,2016-12-29 04:51:41,56.0,551.0,7.0,0.0,3G,87.0,63.0,407.0,0.0,112.0,271.0
50185,580,36,FAMER,2017-02-20 10:30:27,3.0,492.0,10.0,90.0,3G,81.0,103.0,394.0,5.0,126.0,242.0
51535,573,35,DELIVERIER,2017-10-29 16:32:11,84.0,313.0,7.0,16.0,4G,95.0,79.0,419.0,121.0,163.0,140.0
54161,571,36,ENGINEER,2015-07-28 01:44:57,99.0,433.0,9.0,55.0,3G,128.0,83.0,392.0,67.0,92.0,165.0
55895,571,46,BARBER,2015-12-12 16:46:38,16.0,402.0,8.0,75.0,4G,80.0,83.0,386.0,9.0,96.0,184.0
57925,574,37,DOCTOR,2017-12-08 15:48:44,65.0,582.0,4.0,58.0,4G,93.0,117.0,415.0,67.0,87.0,217.0
50891,570,48,TEXI DRIVER,2015-07-12 01:14:02,88.0,621.0,12.0,42.0,4G,126.0,156.0,400.0,61.0,148.0,200.0
49948,578,38,STUDENT,2017-02-11 02:13:25,14.0,537.0,11.0,60.0,2G,102.0,97.0,382.0,2.0,97.0,199.0
58198,572,62,BARBER,2015-07-19 12:24:31,53.0,419.0,8.0,53.0,2G,65.0,112.0,371.0,23.0,77.0,191.0
55833,580,35,NURSE,2017-12-02 13:38:07,82.0,411.0,5.0,53.0,4G,95.0,100.0,386.0,15.0,115.0,204.0
51206,579,52,SALER,2016-07-22 08:28:54,40.0,453.0,6.0,48.0,3G,58.0,98.0,396.0,0.0,126.0,177.0
44643,578,35,SALER,2017-06-04 09:28:26,56.0,556.0,11.0,44.0,4G,94.0,97.0,397.0,67.0,134.0,295.0
44198,575,61,DELIVERIER,2015-03-21 12:50:40,18.0,443.0,10.0,56.0,4G,100.0,74.0,382.0,1.0,49.0,193.0
47907,577,21,SECURITY GUARD,2016-07-14 12:02:42,66.0,524.0,9.0,84.0,4G,92.0,81.0,387.0,36.0,46.0,204.0
40010,573,38,WORKER,2017-05-15 17:10:54,57.0,338.0,10.0,41.0,3G,114.0,102.0,422.0,2.0,128.0,261.0
45972,573,63,NURSE,2016-07-25 20:19:53,58.0,427.0,9.0,36.0,3G,95.0,87.0,419.0,96.0,161.0,132.0
43756,576,43,DOCTOR,2017-05-07 12:19:54,0.0,468.0,8.0,21.0,3G,114.0,121.0,403.0,15.0,92.0,179.0
48714,574,35,ACCOUNTANT,2015-01-12 03:13:26,65.0,596.0,10.0,79.0,4G,67.0,86.0,379.0,1.0,78.0,181.0
53380,575,51,IT_EMPLOEE,2017-07-09 02:27:44,34.0,510.0,5.0,78.0,4G,127.0,101.0,410.0,0.0,112.0,286.0
54617,573,21,ENGINEER,2015-05-19 23:03:55,56.0,433.0,7.0,56.0,2G,56.0,122.0,381.0,42.0,65.0,184.0
42676,573,31,SALER,2016-11-23 03:29:41,41.0,580.0,10.0,57.0,2G,82.0,90.0,393.0,9.0,58.0,183.0
44896,580,24,ACCOUNTANT,2015-09-27 22:48:26,51.0,504.0,16.0,8.0,3G,133.0,92.0,403.0,70.0,111.0,199.0
45569,575,45,DOCTOR,2015-03-17 01:36:50,68.0,514.0,6.0,90.0,2G,93.0,82.0,372.0,13.0,102.0,191.0
52771,572,52,NURSE,2016-09-09 09:43:47,58.0,559.0,6.0,70.0,4G,96.0,74.0,386.0,31.0,77.0,123.0
51429,571,47,CLERK,2015-01-09 00:31:20,56.0,578.0,7.0,32.0,4G,147.0,91.0,405.0,47.0,99.0,239.0
59854,575,58,CLERK,2016-08-02 16:15:04,53.0,505.0,10.0,97.0,4G,82.0,72.0,382.0,15.0,99.0,193.0
53932,576,16,TEXI DRIVER,2017-10-29 15:28:26,3.0,408.0,12.0,0.0,3G,122.0,70.0,399.0,0.0,111.0,188.0
56198,578,33,SALER,2015-05-20 03:18:50,43.0,415.0,4.0,45.0,2G,83.0,76.0,379.0,0.0,68.0,234.0
53487,576,18,FAMER,2017-07-22 15:12:23,79.0,544.0,5.0,72.0,4G,95.0,105.0,389.0,13.0,109.0,176.0
43355,578,46,IT_EMPLOEE,2015-08-30 01:02:36,88.0,446.0,9.0,43.0,4G,74.0,111.0,379.0,26.0,84.0,220.0
52596,576,19,BARBER,2017-03-27 14:37:45,38.0,608.0,11.0,73.0,2G,70.0,76.0,376.0,2.0,83.0,160.0
44991,570,33,TEACHER,2017-01-24 21:29:34,99.0,388.0,8.0,71.0,4G,109.0,110.0,386.0,0.0,122.0,189.0
55847,578,25,BARBER,2016-07-05 19:32:00,36.0,375.0,7.0,2.0,3G,73.0,99.0,419.0,101.0,146.0,207.0
57054,580,51,ACCOUNTANT,2016-09-17 10:14:19,0.0,746.0,7.0,65.0,3G,96.0,79.0,401.0,0.0,149.0,136.0
46710,577,35,SOLDER,2017-10-16 08:27:23,54.0,481.0,13.0,46.0,4G,98.0,136.0,411.0,0.0,94.0,148.0
52374,579,29,CLERK,2017-11-08 16:58:29,79.0,618.0,9.0,45.0,4G,108.0,80.0,372.0,13.0,96.0,218.0
42095,580,60,CLERK,2017-07-12 16:25:20,74.0,500.0,3.0,17.0,3G,101.0,90.0,398.0,15.0,120.0,119.0
52577,579,47,CLERK,2017-05-02 16:55:14,27.0,625.0,11.0,36.0,4G,75.0,102.0,406.0,125.0,85.0,220.0
42731,570,23,WORKER,2017-10-27 12:21:54,47.0,195.0,5.0,10.0,4G,115.0,74.0,395.0,105.0,178.0,233.0
50732,570,46,FAMER,2015-01-30 07:33:28,5.0,483.0,13.0,11.0,4G,101.0,110.0,419.0,80.0,51.0,162.0
45782,571,18,TEXI DRIVER,2015-01-13 19:12:08,59.0,465.0,7.0,36.0,3G,70.0,97.0,395.0,13.0,64.0,168.0
41168,574,43,ENGINEER,2017-07-17 05:14:06,72.0,534.0,11.0,50.0,4G,100.0,98.0,371.0,12.0,93.0,146.0
43188,573,62,ACCOUNTANT,2016-05-05 15:50:59,61.0,645.0,8.0,65.0,3G,62.0,86.0,386.0,10.0,61.0,148.0
43814,574,58,SECURITY GUARD,2015-10-24 10:31:39,36.0,522.0,6.0,69.0,3G,116.0,70.0,374.0,25.0,74.0,237.0
50508,573,20,FAMER,2017-09-01 16:39:56,74.0,549.0,5.0,74.0,4G,93.0,65.0,370.0,9.0,79.0,168.0
42033,580,39,SALER,2015-01-29 20:46:33,66.0,451.0,9.0,48.0,4G,95.0,103.0,383.0,30.0,80.0,213.0
48441,580,25,SALER,2017-11-10 19:25:38,51.0,459.0,9.0,94.0,4G,97.0,87.0,389.0,15.0,94.0,182.0
59235,574,31,POLICEMAN,2016-04-06 04:17:18,45.0,378.0,3.0,69.0,4G,101.0,107.0,382.0,45.0,121.0,223.0
54706,575,59,SOLDER,2017-02-14 06:01:27,69.0,503.0,9.0,40.0,2G,101.0,70.0,378.0,0.0,84.0,235.0
41316,575,25,TEXI DRIVER,2017-01-06 08:24:02,9.0,467.0,9.0,18.0,3G,89.0,91.0,423.0,9.0,114.0,145.0
49951,575,29,DOCTOR,2017-11-09 22:39:16,92.0,422.0,7.0,84.0,4G,89.0,94.0,398.0,13.0,60.0,186.0
54787,577,45,DOCTOR,2015-07-18 12:26:51,98.0,714.0,9.0,46.0,3G,66.0,132.0,411.0,75.0,105.0,241.0
57827,573,60,IT_EMPLOEE,2017-07-25 19:46:00,90.0,391.0,12.0,36.0,4G,135.0,86.0,394.0,70.0,178.0,190.0
40797,579,33,TEACHER,2015-01-15 17:28:13,48.0,548.0,9.0,42.0,3G,86.0,83.0,389.0,12.0,85.0,145.0
50988,570,22,SALER,2015-02-06 07:29:09,66.0,641.0,10.0,42.0,4G,60.0,76.0,385.0,0.0,72.0,197.0
51839,580,62,POLICEMAN,2015-09-07 20:10:22,69.0,564.0,7.0,50.0,2G,102.0,121.0,383.0,31.0,69.0,219.0
58560,580,34,NURSE,2015-11-02 21:30:49,60.0,584.0,9.0,30.0,3G,92.0,90.0,390.0,102.0,94.0,279.0
40824,575,35,ACCOUNTANT,2015-10-29 12:50:57,94.0,562.0,10.0,100.0,3G,104.0,110.0,417.0,0.0,108.0,186.0
46377,575,39,STUDENT,2017-07-29 20:44:44,49.0,392.0,8.0,74.0,4G,84.0,107.0,383.0,10.0,79.0,215.0
59970,570,22,NURSE,2015-05-14 21:49:47,32.0,604.0,13.0,66.0,3G,135.0,70.0,398.0,75.0,106.0,157.0
58140,570,40,SOLDER,2015-10-19 18:02:51,44.0,486.0,11.0,49.0,3G,98.0,83.0,389.0,9.0,84.0,148.0
46604,574,37,NURSE,2015-05-04 11:05:49,20.0,594.0,7.0,40.0,2G,101.0,99.0,385.0,20.0,81.0,194.0
57761,578,45,FAMER,2015-08-03 15:09:45,65.0,511.0,10.0,67.0,4G,104.0,95.0,396.0,35.0,85.0,147.0
58465,578,35,SALER,2017-09-17 16:34:32,38.0,559.0,5.0,36.0,4G,110.0,65.0,388.0,62.0,82.0,176.0
57718,574,32,BARBER,2016-04-04 07:07:17,111.0,653.0,8.0,32.0,4G,91.0,81.0,397.0,116.0,147.0,154.0
49076,570,17,TEXI DRIVER,2017-03-16 09:34:44,53.0,506.0,3.0,105.0,3G,69.0,78.0,393.0,60.0,109.0,158.0
59874,573,54,CLERK,2016-09-20 04:26:01,21.0,725.0,7.0,42.0,4G,87.0,121.0,407.0,0.0,122.0,147.0
48106,575,31,ACCOUNTANT,2017-10-07 00:54:30,69.0,507.0,9.0,19.0,4G,111.0,126.0,415.0,120.0,91.0,173.0
44634,572,57,TEXI DRIVER,2016-12-17 19:53:36,45.0,732.0,12.0,59.0,3G,64.0,109.0,409.0,74.0,116.0,233.0
56726,580,36,NURSE,2016-11-06 04:31:11,59.0,489.0,6.0,86.0,3G,116.0,90.0,374.0,27.0,64.0,223.0
41480,580,17,BARBER,2015-12-26 11:07:48,55.0,444.0,12.0,77.0,2G,91.0,94.0,383.0,18.0,44.0,143.0
47430,578,58,BARBER,2017-12-07 19:38:03,47.0,500.0,11.0,48.0,2G,68.0,74.0,376.0,35.0,66.0,190.0
50018,574,31,ENGINEER,2017-04-10 22:08:19,59.0,478.0,8.0,57.0,4G,95.0,72.0,368.0,41.0,69.0,154.0
43162,570,51,STUDENT,2017-11-19 13:47:06,43.0,682.0,8.0,43.0,3G,94.0,79.0,418.0,30.0,133.0,226.0
41686,576,16,WORKER,2015-03-01 00:29:24,7.0,394.0,11.0,34.0,3G,109.0,100.0,392.0,0.0,137.0,177.0
53258,570,57,TEXI DRIVER,2017-05-08 17:32:57,51.0,533.0,6.0,67.0,4G,84.0,109.0,391.0,10.0,105.0,140.0
43523,578,33,TEXI DRIVER,2017-03-06 12:03:55,47.0,312.0,7.0,71.0,3G,112.0,77.0,389.0,14.0,73.0,221.0
50043,574,36,DELIVERIER,2015-02-17 18:02:04,70.0,413.0,5.0,45.0,3G,80.0,96.0,371.0,9.0,95.0,210.0
53633,574,31,SECURITY GUARD,2017-05-26 11:38:28,82.0,383.0,6.0,52.0,3G,98.0,95.0,371.0,26.0,86.0,166.0
53965,579,58,CLERK,2015-01-27 16:20:55,59.0,722.0,9.0,71.0,4G,86.0,85.0,388.0,31.0,47.0,182.0
41044,576,17,CHEF,2016-08-01 12:38:33,50.0,231.0,10.0,50.0,4G,107.0,98.0,403.0,101.0,133.0,296.0
50086,580,35,POLICEMAN,2017-08-05 23:52:37,38.0,277.0,9.0,38.0,3G,132.0,120.0,386.0,49.0,141.0,232.0
53646,574,19,POLICEMAN,2015-05-17 15:21:35,63.0,569.0,9.0,72.0,3G,93.0,80.0,373.0,27.0,76.0,168.0
42036,570,62,DOCTOR,2016-06-02 12:09:30,0.0,494.0,12.0,49.0,4G,89.0,109.0,411.0,118.0,126.0,142.0
42034,580,44,POLICEMAN,2017-06-25 11:02:01,49.0,441.0,8.0,62.0,4G,127.0,97.0,377.0,27.0,83.0,182.0
45572,570,52,TEACHER,2015-02-14 09:02:50,67.0,474.0,9.0,53.0,4G,91.0,77.0,393.0,35.0,60.0,173.0
41430,570,50,DOCTOR,2017-05-20 10:18:38,34.0,480.0,10.0,47.0,2G,96.0,95.0,381.0,9.0,57.0,207.0
50881,572,28,NURSE,2015-12-08 21:31:08,39.0,459.0,11.0,75.0,4G,107.0,95.0,380.0,27.0,53.0,149.0
45250,570,64,WORKER,2017-02-25 06:15:04,45.0,461.0,13.0,87.0,3G,84.0,80.0,385.0,56.0,82.0,137.0
47675,576,40,DOCTOR,2016-02-20 12:39:12,53.0,542.0,10.0,77.0,4G,73.0,102.0,368.0,11.0,84.0,108.0
49174,575,36,NURSE,2015-10-29 01:19:58,65.0,554.0,7.0,4.0,4G,78.0,99.0,391.0,119.0,111.0,221.0
40007,571,47,SOLDER,2016-01-13 01:16:10,11.0,562.0,11.0,64.0,3G,138.0,124.0,405.0,77.0,88.0,209.0
56571,578,26,BARBER,2017-08-23 15:19:29,81.0,598.0,14.0,34.0,4G,63.0,130.0,394.0,43.0,101.0,145.0
40241,577,31,TEXI DRIVER,2016-04-17 14:13:05,28.0,701.0,13.0,59.0,4G,88.0,121.0,398.0,4.0,90.0,222.0
55811,579,59,TEACHER,2017-09-08 05:55:04,92.0,365.0,12.0,48.0,2G,96.0,95.0,372.0,10.0,97.0,217.0
42301,576,54,BARBER,2017-05-22 03:02:02,61.0,460.0,8.0,17.0,4G,112.0,109.0,422.0,77.0,143.0,151.0
55429,572,20,STUDENT,2017-05-06 10:01:49,65.0,493.0,9.0,44.0,3G,108.0,148.0,407.0,44.0,99.0,121.0
43799,577,28,ENGINEER,2015-05-08 23:12:00,51.0,475.0,11.0,42.0,2G,99.0,79.0,390.0,27.0,74.0,223.0
52373,571,51,TEACHER,2015-08-21 17:28:55,87.0,567.0,11.0,44.0,3G,100.0,96.0,373.0,0.0,111.0,203.0
47113,574,28,NURSE,2015-08-30 00:14:34,84.0,459.0,13.0,53.0,3G,79.0,99.0,367.0,3.0,56.0,169.0
40542,576,61,SALER,2016-08-27 12:33:41,44.0,409.0,7.0,47.0,2G,99.0,80.0,369.0,17.0,87.0,135.0
49555,575,40,TEXI DRIVER,2017-05-26 00:27:16,2.0,302.0,13.0,96.0,3G,125.0,99.0,384.0,122.0,122.0,214.0
56811,572,50,TEACHER,2016-07-16 11:43:31,77.0,477.0,4.0,55.0,4G,80.0,95.0,416.0,0.0,98.0,152.0
42820,574,35,POLICEMAN,2017-12-22 17:04:59,57.0,680.0,9.0,31.0,4G,69.0,44.0,379.0,-0.0,106.0,129.0
43097,573,33,DOCTOR,2016-11-20 01:44:23,41.0,542.0,11.0,61.0,2G,86.0,101.0,368.0,55.0,108.0,207.0
58779,574,61,SOLDER,2016-05-29 14:18:28,115.0,497.0,5.0,79.0,3G,118.0,103.0,410.0,0.0,150.0,138.0
51935,571,19,DOCTOR,2015-06-02 18:23:21,20.0,532.0,6.0,39.0,2G,77.0,79.0,385.0,23.0,100.0,205.0
59209,570,56,FAMER,2017-09-03 23:02:00,34.0,508.0,9.0,35.0,3G,87.0,133.0,385.0,0.0,133.0,154.0
52990,570,26,SECURITY GUARD,2017-07-28 21:29:31,25.0,502.0,9.0,84.0,3G,81.0,116.0,369.0,8.0,90.0,179.0
41939,579,24,WORKER,2015-11-16 03:15:39,66.0,372.0,6.0,47.0,3G,158.0,111.0,396.0,122.0,130.0,220.0
57444,573,16,BARBER,2016-03-18 20:57:04,62.0,515.0,13.0,86.0,3G,76.0,77.0,383.0,13.0,115.0,168.0
46388,579,39,CHEF,2016-11-12 21:57:46,41.0,533.0,12.0,66.0,3G,110.0,103.0,387.0,29.0,109.0,207.0
56243,576,33,DOCTOR,2016-06-13 14:58:17,40.0,534.0,15.0,67.0,2G,75.0,102.0,384.0,19.0,60.0,202.0
58137,575,49,DOCTOR,2016-09-03 07:54:38,17.0,570.0,9.0,40.0,3G,121.0,120.0,413.0,200.0,96.0,148.0
56995,579,29,NURSE,2016-08-30 20:17:58,29.0,412.0,6.0,7.0,4G,87.0,114.0,415.0,110.0,144.0,173.0
43046,575,24,ENGINEER,2016-04-23 18:23:56,54.0,708.0,12.0,36.0,2G,96.0,83.0,386.0,7.0,80.0,145.0
56885,574,24,STUDENT,2015-10-29 21:29:33,79.0,528.0,10.0,31.0,4G,89.0,63.0,383.0,29.0,83.0,226.0
50915,573,37,SECURITY GUARD,2016-06-06 03:22:43,49.0,378.0,9.0,51.0,4G,96.0,96.0,369.0,33.0,88.0,194.0
40442,570,60,STUDENT,2016-12-30 13:47:50,78.0,381.0,8.0,57.0,2G,95.0,113.0,393.0,6.0,71.0,221.0
57066,570,31,IT_EMPLOEE,2017-03-22 01:47:13,50.0,346.0,10.0,0.0,4G,74.0,89.0,398.0,24.0,142.0,209.0
54104,573,41,POLICEMAN,2015-09-06 19:16:20,63.0,440.0,4.0,66.0,4G,83.0,106.0,376.0,6.0,104.0,175.0
52094,580,26,WORKER,2017-06-06 17:54:48,34.0,608.0,9.0,31.0,3G,86.0,91.0,409.0,145.0,148.0,143.0
52350,572,53,CHEF,2016-12-13 20:28:31,56.0,436.0,14.0,8.0,3G,134.0,110.0,395.0,18.0,117.0,191.0
57705,570,34,NURSE,2016-10-02 12:24:08,57.0,557.0,7.0,94.0,4G,84.0,88.0,393.0,28.0,73.0,127.0
53288,580,53,BARBER,2015-09-16 00:54:16,68.0,553.0,4.0,19.0,4G,84.0,67.0,383.0,106.0,119.0,166.0
